time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.004317,0.0136,0.4062,1.4083,1.466
0.005029,0.11,0.2846,1.4471,1.479
0.00536,0.1528,0.213,1.4063,1.43
0.01092,0.1282,0.1815,1.3243,1.343
0.012246,0.0747,0.1663,1.1682,1.182
0.023047,0.0641,0.158,1.0287,1.043
0.023504,0.0296,0.195,0.9295,0.95
0.026781,-0.0142,0.2437,0.9222,0.954
0.04304,0.0843,0.1145,0.9775,0.988
0.043594,0.1334,0.0749,0.9522,0.964
0.043893,0.0525,0.1907,0.8802,0.902
0.080514,0.1368,0.3088,1.0941,1.145
0.08129,0.2698,0.3249,1.2446,1.314
0.081827,0.3456,0.3109,1.1659,1.255
0.082296,0.3458,0.2954,1.0404,1.135
0.08264,0.3328,0.2641,0.9495,1.04
0.083009,0.3403,0.2648,0.9212,1.017
0.083414,0.3345,0.3025,0.9026,1.009
0.083744,0.3248,0.2869,0.846,0.951
0.090889,0.3062,0.2378,0.723,0.82
0.091496,0.2644,0.146,0.4725,0.561
0.105631,0.2377,0.0216,0.2,0.311
0.106192,0.2028,-0.0735,-0.0657,0.226
0.106783,0.1226,-0.1111,-0.334,0.373
0.121518,0.0169,-0.1107,-0.6283,0.638
0.121936,-0.123,-0.0916,-0.8961,0.909
0.122275,-0.2969,-0.0251,-1.1852,1.222
0.12634,-0.5,0.0603,-1.4673,1.551
0.15417,-0.7463,0.108,-1.7616,1.916
0.156285,-0.9593,0.1804,-1.9922,2.219
0.156872,-1.1457,0.2506,-2.149,2.448
0.157216,-1.2805,0.3463,-2.2248,2.59
0.157479,-1.3396,0.4628,-2.2867,2.69
0.157691,-1.3707,0.5622,-2.5451,2.945
0.162612,-1.3428,0.5789,-3.0288,3.363
0.171952,-1.1859,0.6094,-2.973,3.258
0.172454,-1.0277,0.6531,-2.9376,3.18
0.176053,-0.8575,0.729,-2.7838,3.003
0.180924,-0.7233,0.7892,-2.517,2.735
0.185928,-0.6159,0.8193,-2.2616,2.483
0.191104,-0.4978,0.8095,-2.0653,2.273
0.196863,-0.4409,0.7789,-1.9042,2.104
0.200867,-0.3593,0.6554,-1.8496,1.995
0.205871,-0.296,0.4914,-1.8724,1.958
0.214147,-0.2504,0.3248,-1.9292,1.972
0.21603,-0.2029,0.1985,-1.9527,1.973
0.220839,-0.0909,0.0882,-1.9669,1.971
0.225917,0.1718,-0.0015,-1.9429,1.95
0.235043,0.3939,-0.1997,-1.9857,2.034
0.235783,0.389,-0.3677,-1.8611,1.937
0.247721,0.4054,-0.5008,-1.7077,1.825
0.248226,0.3414,-0.6231,-1.4971,1.657
0.262333,0.296,-0.7296,-1.2104,1.444
0.262984,0.1524,-0.7633,-0.6853,1.037
0.263508,-0.3647,-0.6429,0.2778,0.79
0.271668,-0.9533,-0.3782,1.0706,1.483
0.272399,-1.3546,-0.0269,1.2437,1.839
0.275603,-1.2751,0.0041,1.1089,1.69
0.287897,-1.0458,-0.1471,0.7724,1.308
0.28843,-0.7997,-0.3138,0.3308,0.921
0.2904,-0.6254,-0.4826,-0.148,0.804
0.306387,-0.4774,-0.6255,-0.6823,1.041
0.307049,-0.3389,-0.7806,-1.1617,1.44
0.307436,-0.2273,-0.9333,-1.534,1.81
0.310518,-0.2325,-1.0539,-1.8426,2.135
0.325638,-0.2861,-1.1222,-2.0309,2.338
0.326461,-0.3824,-1.123,-2.1234,2.432
0.326862,-0.4396,-1.0503,-2.207,2.483
0.341281,-0.5005,-0.9561,-2.2056,2.455
0.34202,-0.4264,-0.9496,-2.2631,2.491
0.342627,-0.4141,-0.8585,-1.9877,2.204
0.375851,-0.3306,-0.669,-1.7096,1.865
0.376695,-0.2725,-0.4588,-1.5384,1.628
0.377091,-0.2448,-0.3197,-1.3872,1.444
0.377415,-0.224,-0.2863,-1.2698,1.321
0.377807,-0.1726,-0.2876,-1.1665,1.214
0.37838,-0.0914,-0.4104,-1.2346,1.304
0.378738,-0.086,-0.6072,-1.402,1.53
0.388879,-0.152,-0.7489,-1.5439,1.723
0.389705,-0.2652,-0.9074,-1.8708,2.096
0.390108,-0.4201,-1.0436,-2.2391,2.506
0.401046,-0.6056,-1.1519,-2.6156,2.922
0.4017,-0.8055,-1.1973,-3.0775,3.399
0.404892,-1.0709,-1.0968,-3.6058,3.918
