time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.00307,-0.6243,1.196,-1.1033,1.743
0.003757,-0.8011,1.238,-1.3036,1.968
0.004002,-0.9569,1.2169,-1.2525,1.991
0.008872,-1.1014,1.0237,-1.1749,1.908
0.019616,-1.1682,0.7023,-1.0471,1.719
0.02009,-1.1251,0.4105,-0.8218,1.453
0.024004,-1.1017,0.1006,-0.5665,1.243
0.031379,-1.1125,-0.251,-0.2152,1.161
0.034677,-1.1913,-0.4064,0.2788,1.289
0.038655,-1.3576,-0.5338,0.62,1.585
0.043509,-1.4597,-0.8757,0.7763,1.871
0.049582,-1.4752,-1.1645,0.9108,2.089
0.053895,-1.4961,-1.377,0.9522,2.245
0.058784,-1.4187,-1.5044,0.8159,2.223
0.066736,-1.3251,-1.6687,0.6074,2.216
0.068965,-1.2584,-1.9786,0.4544,2.389
0.073655,-1.1378,-2.3334,0.2755,2.611
0.08135,-0.9826,-2.6753,0.0031,2.85
0.083607,-0.7306,-2.9846,-0.3585,3.094
0.088468,-0.3627,-3.2515,-0.7907,3.366
0.093903,0.0214,-3.4704,-1.2895,3.702
0.09869,0.3697,-3.636,-1.7886,4.069
0.103557,0.6782,-3.7715,-2.2843,4.461
0.108413,0.8855,-3.8858,-2.8252,4.885
0.115517,1.069,-4.031,-3.3355,5.34
0.119616,1.2532,-4.1874,-3.8541,5.827
0.123454,1.41,-4.3354,-4.3675,6.313
0.128936,1.5162,-4.4697,-4.857,6.773
0.143802,1.6105,-4.5565,-5.237,7.126
0.174725,1.6786,-4.629,-5.58,7.442
0.175666,1.7106,-4.687,-5.8819,7.713
0.176128,1.7256,-4.7015,-6.1047,7.896
0.176556,1.6946,-4.73,-6.282,8.044
0.177042,1.6605,-4.7773,-6.3947,8.153
0.177558,1.6375,-4.8817,-6.4568,8.258
0.178059,1.6397,-5.0099,-6.5157,8.381
0.178523,1.6624,-5.1715,-6.571,8.526
0.178976,1.6959,-5.3574,-6.5788,8.652
0.182891,1.7547,-5.5724,-6.5721,8.793
0.187764,1.8631,-5.8263,-6.5931,8.994
0.193209,1.983,-6.0716,-6.6314,9.207
0.198124,2.163,-6.2989,-6.7053,9.451
0.203053,2.3608,-6.4989,-6.7565,9.667
0.207698,2.5344,-6.662,-6.7893,9.844
0.215498,2.5986,-6.8362,-6.8796,10.041
0.217622,2.521,-7.0786,-7.0411,10.298
0.222638,2.3314,-7.3843,-7.2016,10.575
0.228263,2.0931,-7.7049,-7.3131,10.827
0.237225,1.8307,-8.0113,-7.3084,10.998
0.238188,1.5828,-8.2507,-7.2066,11.069
0.243053,1.321,-8.4276,-7.0264,11.052
0.255956,1.0546,-8.4992,-6.7817,10.924
0.256836,0.7928,-8.5422,-6.5341,10.784
0.257574,0.5257,-8.5428,-6.2875,10.62
0.266453,0.2861,-8.5779,-6.0076,10.476
0.267555,0.0974,-8.6287,-5.7224,10.354
0.273071,-0.0557,-8.7768,-5.3931,10.302
0.277952,-0.198,-8.927,-5.0003,10.234
0.282633,-0.2257,-9.0797,-4.6249,10.192
0.287429,-0.202,-9.2163,-4.3147,10.178
0.292967,-0.1759,-9.3706,-4.0934,10.227
0.298871,-0.2052,-9.5616,-3.9947,10.365
0.302694,-0.2519,-9.8082,-3.9275,10.568
0.30731,-0.268,-10.0664,-3.8204,10.77
0.315675,-0.2345,-10.302,-3.7027,10.95
0.317409,-0.1946,-10.5426,-3.6464,11.157
0.322325,-0.2728,-10.7444,-3.6615,11.354
0.32761,-0.5694,-10.9782,-3.7623,11.619
0.335561,-0.9738,-11.238,-3.8338,11.914
0.337692,-1.3324,-11.5321,-3.7801,12.209
0.342349,-1.6402,-11.8021,-3.5289,12.427
0.35426,-1.931,-12.0187,-3.0847,12.558
0.355199,-2.2488,-12.1154,-2.5285,12.579
0.357069,-2.5281,-12.0169,-1.9267,12.43
0.362184,-2.751,-11.749,-1.36,12.143
0.367212,-2.8947,-11.3381,-0.8607,11.733
0.372402,-2.9934,-10.9206,-0.3892,11.33
0.377087,-3.1142,-10.5798,0.1037,11.029
0.382372,-3.3195,-10.3742,0.7098,10.915
0.386948,-3.5807,-10.3183,1.3622,11.007
0.39229,-3.8269,-10.3444,2.0073,11.211
0.398503,-4.093,-10.3802,2.6337,11.465
0.402003,-4.4239,-10.4153,3.1955,11.758
0.406828,-4.831,-10.4684,3.7513,12.124
0.41229,-5.1871,-10.4816,4.3163,12.466
0.416806,-5.4221,-10.4503,4.8577,12.736
0.421848,-5.4751,-10.2981,5.3527,12.833
0.427094,-5.3422,-10.0255,5.7596,12.737
0.436681,-5.1051,-9.6812,5.9897,12.477
0.437506,-4.7972,-9.3043,5.9938,12.063
0.441772,-4.537,-8.9096,5.7243,11.521
0.457132,-4.3613,-8.5838,5.4413,11.059
0.457976,-4.2063,-8.3413,5.2378,10.71
0.458461,-4.104,-8.2201,5.0494,10.484
0.46166,-4.1391,-8.2295,4.845,10.408
0.467287,-4.3106,-8.3209,4.6457,10.46
