time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0,0.4,0.14,0.32,0.53
0.01,0.09,0.02,0.25,0.27
0.02,-0.18,0.05,0.26,0.32
0.03,-0.25,0.08,0.18,0.31
0.04,-0.17,0.11,0.07,0.21
0.05,-0.01,0.24,0,0.24
0.06,0.16,0.38,-0.02,0.42
0.07,0.28,0.51,-0.03,0.58
0.08,0.28,0.54,-0.15,0.62
0.09,0.19,0.48,-0.32,0.61
0.1,0.12,0.44,-0.48,0.67
0.11,0.1,0.43,-0.65,0.78
0.12,0.06,0.44,-0.67,0.81
0.13,0.08,0.41,-0.59,0.72
0.14,0.13,0.33,-0.59,0.69
0.15,0.2,0.29,-0.67,0.76
0.16,0.22,0.36,-0.8,0.9
0.17,0.23,0.42,-0.86,0.99
0.18,0.28,0.44,-0.86,1.01
0.19,0.35,0.4,-0.78,0.94
0.2,0.37,0.3,-0.66,0.82
0.21,0.33,0.18,-0.51,0.64
0.22,0.25,0.07,-0.4,0.48
0.23,0.18,0.01,-0.27,0.32
0.24,0.11,0.02,-0.17,0.2
0.25,0.02,0.07,-0.12,0.14
0.26,-0.05,0.15,-0.17,0.23
0.27,-0.07,0.24,-0.24,0.34
0.28,-0.03,0.31,-0.27,0.42
0.29,-0.04,0.39,-0.32,0.51
0.3,-0.08,0.49,-0.44,0.66
0.31,-0.17,0.57,-0.53,0.8
0.321,-0.27,0.61,-0.55,0.86
0.33,-0.29,0.6,-0.5,0.84
0.34,-0.24,0.63,-0.5,0.84
0.35,-0.24,0.68,-0.51,0.89
0.36,-0.33,0.73,-0.51,0.95
0.37,-0.44,0.76,-0.47,0.99
0.38,-0.46,0.79,-0.46,1.02
0.39,-0.44,0.83,-0.45,1.04
0.4,-0.45,0.9,-0.44,1.1
0.41,-0.48,0.94,-0.39,1.12
0.42,-0.44,0.95,-0.3,1.09
0.43,-0.37,0.94,-0.22,1.04
0.44,-0.3,0.9,-0.16,0.97
0.45,-0.26,0.89,-0.12,0.94
0.461,-0.27,0.92,-0.05,0.96
0.471,-0.28,0.92,0.06,0.97
0.48,-0.23,0.88,0.13,0.92
0.491,-0.15,0.85,0.13,0.88
0.5,-0.12,0.9,0.12,0.92
0.511,-0.11,0.92,0.15,0.94
0.52,-0.06,0.91,0.27,0.95
0.531,0.04,0.82,0.37,0.9
0.54,0.18,0.64,0.43,0.79
0.55,0.29,0.5,0.47,0.74
0.561,0.36,0.41,0.53,0.76
0.571,0.47,0.3,0.55,0.78
0.581,0.62,0.19,0.49,0.81
0.591,0.77,0.21,0.42,0.9
0.601,0.89,0.35,0.44,1.05
0.611,0.81,0.63,0.51,1.15
0.621,0.53,1.11,0.47,1.32
0.631,0.4,1.52,0.01,1.57
0.641,0.77,1.55,-0.86,1.93
0.651,1.5,1.33,-1.66,2.61
0.661,2.27,0.97,-1.87,3.09
0.671,2.69,0.44,-1.25,3
0.681,2.75,-0.48,0.02,2.8
0.691,2.57,-1.58,1.5,3.37
0.701,2.25,-2.44,2.89,4.4
0.711,1.81,-2.84,3.88,5.14
0.721,1.3,-2.87,4.19,5.25
0.731,0.92,-2.7,3.78,4.73
0.741,0.82,-2.43,2.79,3.79
0.751,0.97,-2.13,1.65,2.86
0.761,1.3,-1.8,0.55,2.28
0.771,1.69,-1.44,-0.29,2.23
0.781,2.11,-1.04,-0.7,2.45
0.791,2.46,-0.74,-0.87,2.71
0.801,2.73,-0.69,-0.72,2.91
0.811,2.95,-0.85,-0.32,3.08
0.821,3,-1.18,0.19,3.23
0.831,2.98,-1.58,0.68,3.44
0.841,2.85,-1.98,1.06,3.63
0.851,2.53,-2.24,1.24,3.6
0.861,2.19,-2.4,1.26,3.48
0.871,1.93,-2.44,1.16,3.32
0.881,1.74,-2.41,0.98,3.13
0.891,1.67,-2.35,0.83,3
0.901,1.71,-2.26,0.76,2.93
0.911,1.83,-2.17,0.87,2.97
0.921,1.92,-2.18,1.03,3.08
0.931,2.07,-2.18,1.22,3.24
0.941,2.13,-2.18,1.39,3.35
0.951,2.1,-2.18,1.45,3.36
