time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002598,4.0427,0.4712,-2.1224,4.59
0.02003,4.245,0.7692,-2.6182,5.046
0.020605,4.3717,0.4424,-2.2196,4.923
0.028636,3.7147,-0.3515,-1.4561,4.005
0.038684,2.3696,-0.9009,-0.5296,2.59
0.047583,0.2681,-0.9334,0.7123,1.204
0.063345,-2.3647,-0.8558,1.8721,3.135
0.074978,-3.988,-0.0982,2.6158,4.77
0.078267,-5.1042,0.7096,3.4758,6.216
0.086484,-5.7728,0.9769,4.4944,7.381
0.097237,-6.3636,0.9513,5.14,8.235
0.106662,-7.2005,1.3219,5.175,8.965
0.123189,-8.2933,1.692,4.7822,9.722
0.126672,-9.1489,2.1164,3.9077,10.171
0.136427,-9.3988,2.2307,2.8863,10.082
0.146615,-9.1857,1.7598,1.9356,9.551
0.156363,-8.9787,1.2469,-0.0677,9.065
0.170482,-7.6892,1.3345,-2.3979,8.164
0.17768,-5.9686,1.381,-4.2541,7.458
0.184666,-4.3544,1.1381,-4.9679,6.703
0.194467,-2.9992,0.6723,-4.7714,5.676
0.204347,-2.0807,0.3145,-3.9889,4.51
0.213626,-1.2485,-0.0374,-2.8721,3.132
0.222955,-0.5791,-0.453,-1.3439,1.532
0.233251,0.2923,-0.7028,0.1553,0.777
0.246317,1.0736,-0.5858,1.487,1.925
0.252367,1.2294,-0.6684,2.7305,3.068
0.266822,1.6764,-1.1134,3.9259,4.412
0.274625,2.7224,-1.2707,5.2186,6.022
0.28229,3.9648,-1.2184,6.1293,7.401
0.292827,5.3747,-0.9958,6.6313,8.594
0.300805,6.953,-0.4039,6.0952,9.255
0.311004,9.1337,0.1673,4.412,10.145
0.320673,12.1604,0.7139,1.6951,12.299
0.329721,15.6042,1.0942,-1.8265,15.749
0.339228,18.0832,0.872,-5.5881,18.947
0.349917,19.2623,0.7363,-7.4179,20.654
0.379564,17.8856,1.1158,-7.2419,19.328
0.380134,14.0063,2.4566,-6.1921,15.51
0.380461,9.2289,2.9805,-4.7879,10.816
0.387501,6.5703,0.7134,-2.6447,7.118
0.398242,4.4787,-1.513,-0.5745,4.762
0.409933,2.6981,-2.5444,0.2826,3.719
0.417641,2.0816,-3.003,1.3579,3.898
0.427201,1.5238,-3.832,2.3647,4.754
0.437722,1.028,-5.1334,2.287,5.713
0.44685,0.5558,-6.1272,1.253,6.279
0.456704,0.3256,-7.0517,0.682,7.092
0.466114,-0.1706,-7.4953,1.0059,7.564
0.479051,-1.098,-6.3375,1.5241,6.61
0.484823,-2.0365,-4.3606,1.45,5.026
0.494046,-2.2636,-3.0313,1.1944,3.967
0.504553,-2.038,-1.9591,1.5265,3.213
0.51488,-2.2238,-0.3386,2.1264,3.095
0.527421,-2.5065,1.0642,2.5774,3.749
0.53469,-2.747,2.3968,2.9067,4.663
0.544401,-3.4883,3.5623,3.3007,5.979
0.553393,-4.6388,4.4091,3.7939,7.44
0.564722,-5.5304,4.4892,3.4956,7.935
0.579567,-6.1905,4.3434,3.2829,8.244
0.58357,-7.3529,4.0281,3.8556,9.228
