time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002348,-0.4083,1.3735,-0.0793,1.435
0.003037,-0.425,1.4623,0.0652,1.524
0.003438,-0.4189,1.5432,0.231,1.616
0.010059,-0.3724,1.602,0.4368,1.702
0.010705,-0.2484,1.6152,0.7394,1.794
0.014134,-0.0762,1.6163,1.1337,1.976
0.036166,0.0913,1.6575,1.5337,2.26
0.036876,0.2114,1.719,1.9684,2.622
0.037163,0.2941,1.7715,2.3763,2.978
0.037469,0.3878,1.7713,2.7962,3.333
0.045265,0.5027,1.7034,3.1812,3.643
0.046013,0.6064,1.6102,3.513,3.912
0.048759,0.6711,1.5051,3.7877,4.131
0.05618,0.7026,1.4017,3.9489,4.249
0.058988,0.6879,1.2943,4.0072,4.267
0.064331,0.6471,1.2014,3.9777,4.205
0.068999,0.5668,1.1131,3.8657,4.063
0.07571,0.4626,1.0578,3.667,3.844
0.079006,0.35,0.9973,3.4581,3.616
0.08401,0.2252,0.9845,3.282,3.434
0.094435,0.0886,1.0147,3.0668,3.232
0.095446,-0.069,1.0548,2.9126,3.098
0.099103,-0.2668,1.1153,2.7996,3.025
0.106826,-0.4143,1.1917,2.7272,3.005
0.10908,-0.5125,1.2084,2.6807,2.985
0.114211,-0.5766,1.1948,2.6166,2.934
0.119357,-0.641,1.1614,2.5105,2.839
0.124788,-0.7015,1.1132,2.4054,2.742
0.129122,-0.7489,1.0555,2.3536,2.686
0.13427,-0.7593,0.9454,2.3072,2.606
0.140534,-0.7184,0.7973,2.2471,2.49
0.144184,-0.6501,0.6064,2.1736,2.348
0.149054,-0.5825,0.382,2.0438,2.159
0.156933,-0.5008,0.1669,1.8869,1.959
0.159184,-0.4428,-0.0298,1.6887,1.746
0.164109,-0.422,-0.1846,1.4497,1.521
0.168815,-0.4661,-0.2737,1.189,1.306
0.174079,-0.5505,-0.3308,0.9353,1.135
0.178937,-0.6693,-0.3558,0.7076,1.037
0.184023,-0.7792,-0.358,0.5198,1.003
0.19349,-0.8798,-0.3752,0.3093,1.005
0.194427,-0.9327,-0.4401,0.0855,1.035
0.198974,-0.9427,-0.5567,-0.2382,1.12
0.207793,-0.9669,-0.6862,-0.5951,1.327
0.208687,-1.0142,-0.785,-0.9759,1.612
0.213842,-1.0603,-0.8814,-1.3475,1.928
0.218826,-1.0998,-0.9559,-1.6579,2.207
0.224285,-1.1374,-1.0368,-1.8693,2.421
0.228661,-1.1973,-1.1048,-1.9487,2.54
0.233725,-1.3278,-1.1405,-1.8634,2.557
0.240179,-1.4487,-1.1868,-1.7094,2.536
0.243427,-1.5088,-1.2438,-1.6203,2.54
0.248522,-1.5715,-1.3164,-1.5435,2.566
0.257105,-1.6329,-1.3524,-1.4831,2.588
0.269528,-1.6745,-1.4004,-1.4388,2.614
0.270517,-1.6874,-1.4418,-1.3958,2.622
0.271115,-1.6387,-1.4484,-1.3394,2.565
0.281706,-1.5384,-1.4257,-1.2882,2.461
0.282514,-1.406,-1.4027,-1.2421,2.342
0.283381,-1.2654,-1.3608,-1.2104,2.218
0.292725,-1.126,-1.3382,-1.2455,2.147
0.293438,-0.9776,-1.3209,-1.2992,2.095
0.298153,-0.834,-1.2947,-1.3715,2.062
0.303345,-0.6755,-1.2499,-1.5245,2.084
0.308357,-0.5349,-1.1914,-1.6384,2.095
0.313228,-0.3877,-1.1285,-1.728,2.1
0.318327,-0.2286,-1.085,-1.7504,2.072
0.329884,-0.1006,-1.0464,-1.7727,2.061
0.331097,-0.0032,-1.0029,-1.8142,2.073
0.333254,0.0638,-0.9736,-1.8603,2.101
0.340649,0.1006,-0.9536,-1.8778,2.108
0.343256,0.1024,-0.9284,-1.8571,2.079
0.348284,0.0547,-0.9027,-1.808,2.022
0.352946,-0.0239,-0.8672,-1.7446,1.948
0.358432,-0.0861,-0.841,-1.7053,1.903
0.363036,-0.1614,-0.829,-1.704,1.902
0.368045,-0.1881,-0.8266,-1.7072,1.906
0.373328,-0.1766,-0.8004,-1.7387,1.922
0.377753,-0.1704,-0.7365,-1.76,1.915
0.3827,-0.1891,-0.6158,-1.7091,1.827
0.392204,-0.1706,-0.5008,-1.5719,1.659
0.392699,-0.1489,-0.3913,-1.4153,1.476
0.397526,-0.0861,-0.2924,-1.2682,1.304
0.402508,0.0223,-0.2183,-1.2068,1.227
0.407757,0.0855,-0.1737,-1.2215,1.237
0.412639,0.1472,-0.1253,-1.3215,1.336
0.417311,0.1888,-0.092,-1.4207,1.436
0.423908,0.1921,-0.0452,-1.538,1.551
0.427512,0.2103,0.0104,-1.6161,1.63
0.432791,0.2341,0.0655,-1.6553,1.673
0.44015,0.2542,0.1442,-1.6701,1.695
