time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002839,-0.2301,0.3416,0.7366,0.844
0.003374,-0.1917,0.3246,0.7911,0.876
0.003836,-0.2102,0.2703,0.8838,0.948
0.004171,-0.2474,0.2353,0.938,0.998
0.004572,-0.3226,0.1814,1.0095,1.075
0.004844,-0.3587,0.2045,1.0431,1.122
0.012586,-0.4133,0.1898,1.0776,1.17
0.013503,-0.4872,0.1375,1.073,1.186
0.024558,-0.5602,0.1233,0.9918,1.146
0.02566,-0.6499,0.1286,0.9307,1.142
0.026352,-0.6631,0.1525,0.7934,1.045
0.033744,-0.7912,0.2139,0.6954,1.075
0.034622,-0.8596,0.256,0.5984,1.078
0.036552,-0.9096,0.3363,0.4836,1.084
0.040418,-1.0144,0.3966,0.4465,1.177
0.0464,-1.0819,0.4576,0.391,1.238
0.048166,-1.1293,0.5173,0.354,1.292
0.052176,-1.1589,0.5588,0.3561,1.335
0.056175,-1.1687,0.5991,0.3584,1.361
0.062418,-1.1199,0.5829,0.3421,1.308
0.064225,-1.0893,0.6044,0.326,1.288
0.068222,-1.0217,0.5303,0.3475,1.202
0.072001,-0.9923,0.4954,0.4074,1.182
0.079122,-0.8673,0.4417,0.4089,1.056
0.080129,-0.8183,0.4068,0.4861,1.035
0.084391,-0.6747,0.3919,0.5633,0.962
0.087934,-0.6265,0.3396,0.6386,0.957
0.096004,-0.5799,0.3255,0.7332,0.99
0.096781,-0.5529,0.3494,0.7895,1.025
0.100141,-0.4874,0.3357,0.8061,1
0.104145,-0.4801,0.3409,0.8225,1.012
0.107893,-0.4541,0.3839,0.8201,1.013
0.113399,-0.4854,0.3311,0.7598,0.961
0.116312,-0.4581,0.3749,0.72,0.932
0.120583,-0.4902,0.3611,0.6793,0.912
0.124126,-0.5209,0.3663,0.6578,0.916
0.132165,-0.4949,0.409,0.6168,0.89
0.132983,-0.5069,0.4326,0.5962,0.894
0.136394,-0.5,0.456,0.6135,0.913
0.140383,-0.5127,0.4608,0.611,0.921
0.154332,-0.5067,0.5233,0.6288,0.962
0.15524,-0.5011,0.5657,0.6645,1.006
0.155593,-0.4768,0.589,0.719,1.045
0.156182,-0.4152,0.6311,0.7166,1.041
0.171678,-0.4108,0.6354,0.7906,1.094
0.172624,-0.4066,0.6399,0.8633,1.149
0.173311,-0.3826,0.6445,0.8988,1.17
0.173831,-0.2845,0.6302,0.9706,1.192
0.181207,-0.2626,0.5971,1.0428,1.23
0.182397,-0.2022,0.564,1.057,1.215
0.184898,-0.2187,0.5491,1.1099,1.257
0.188689,-0.1786,0.5351,1.0847,1.223
0.19808,-0.1765,0.5978,1.0998,1.264
0.199134,-0.2311,0.6783,1.1145,1.325
0.200467,-0.2869,0.7214,1.2056,1.434
0.204408,-0.3414,0.8202,1.2411,1.526
0.208498,-0.3779,0.8441,1.3136,1.607
0.223409,-0.4511,0.924,1.4063,1.742
0.224724,-0.4296,0.9858,1.4611,1.814
0.225689,-0.4276,1.0082,1.4578,1.823
0.226753,-0.3689,1.0496,1.5115,1.877
0.240045,-0.3673,1.0908,1.4704,1.867
0.24118,-0.3847,1.1706,1.4287,1.887
0.241644,-0.421,1.2881,1.3696,1.927
0.242212,-0.4389,1.4052,1.3096,1.97
0.255091,-0.5902,1.5603,1.328,2.132
0.256447,-0.7032,1.6771,1.2878,2.228
0.257242,-0.8739,1.851,1.4018,2.481
0.257941,-1.0621,1.9492,1.5538,2.71
0.265826,-1.2514,2.0856,1.7064,2.971
0.267094,-1.4395,2.184,1.8002,3.175
0.268489,-1.5704,2.2625,1.9139,3.354
0.272396,-1.74,2.2463,2.0274,3.491
0.287802,-1.9082,2.1921,1.8923,3.468
0.2891,-1.9603,2.0992,1.7383,3.357
0.289528,-1.994,1.9684,1.5845,3.219
0.290422,-2.1019,1.8756,1.3163,3.109
0.292504,-2.2099,1.8404,0.9531,3.03
0.306219,-2.2408,1.7848,0.5721,2.921
0.307281,-2.2112,1.7868,0.2693,2.856
0.307896,-2.1805,1.8653,0.1022,2.871
0.308734,-1.9793,1.9232,0.0116,2.76
0.322064,-1.7395,1.8477,0.0172,2.538
0.322859,-1.6338,1.7524,0.0806,2.397
0.323528,-1.5452,1.3705,0.0873,2.067
0.324029,-1.7805,0.1516,-0.4552,1.844
0.331592,-1.7191,-0.7727,-0.9695,2.119
0.332783,-1.4732,-1.0494,-0.9974,2.066
0.336303,-1.2654,-0.9031,-0.7018,1.706
0.340772,-0.891,-0.5924,-0.1051,1.075
0.347933,-0.3221,-0.3263,0.6486,0.794
0.348811,0.3852,-0.161,1.4167,1.477
0.352369,0.9339,-0.1685,2.0678,2.275
0.356796,0.9657,-0.3653,2.2959,2.517
0.36491,0.4847,-0.4458,2.2181,2.314
0.365795,-0.2552,-0.5624,1.8934,1.992
0.368341,-0.5875,-0.94,1.6039,1.95
0.372382,-0.1506,-2.1004,1.4425,2.553
0.381592,-0.507,-1.8576,1.1501,2.243
0.382878,-0.8087,-1.5477,0.8383,1.937
0.385422,-0.7947,-1.3342,0.5447,1.646
0.388464,-0.7529,-0.8521,0.2955,1.175
0.392099,-0.818,-0.4101,0.0818,0.919
0.397959,-1.0052,0.0209,-0.2202,1.029
0.400189,-1.25,0.3896,-0.6304,1.453
0.404569,-1.5736,0.7373,-0.9435,1.977
0.408119,-1.7428,0.9104,-1.2553,2.333
0.416746,-1.8342,1.0433,-1.6581,2.684
0.418398,-1.884,1.0211,-1.9798,2.918
0.420406,-1.8347,0.9402,-1.9721,2.853
0.424348,-1.5559,0.7653,-1.5827,2.348
0.437576,-1.2826,0.6134,-0.9729,1.723
0.438833,-1.0286,0.4425,-0.7463,1.346
0.439197,-0.8395,0.1152,-1.1951,1.465
0.440033,-0.6851,-0.2272,-1.8146,1.953
0.447159,-0.5345,-0.396,-2.2836,2.379
0.448274,-0.3657,-0.412,-2.6397,2.697
0.45216,-0.4085,-0.3339,-3.1474,3.191
0.456027,-0.5074,-0.2369,-3.6339,3.677
0.463794,-0.5847,-0.1405,-3.9266,3.972
0.465086,-0.7357,-0.0455,-3.8317,3.902
0.468497,-0.8459,0.066,-3.5416,3.642
0.472387,-1.0073,0.1203,-2.9,3.072
0.476047,-1.0994,0.2098,-2.2066,2.474
0.48137,-1.2461,0.2056,-1.5534,2.002
0.484275,-1.3199,0.154,-1.086,1.716
0.488439,-1.383,0.1446,-0.7435,1.577
0.492079,-1.3528,0.0989,-0.5212,1.453
0.497489,-1.2469,0.0716,-0.4143,1.316
0.500202,-1.0075,0.0077,-0.2883,1.048
0.504536,-0.6372,-0.1119,0.0223,0.647
0.508055,-0.3142,-0.2102,0.6289,0.734
0.514013,0.039,-0.3652,1.4769,1.522
0.516172,0.2951,-0.5955,2.2641,2.36
0.520303,0.4548,-0.7118,2.9184,3.038
0.524188,0.5951,-0.9036,3.2657,3.44
0.531239,0.7929,-0.9631,3.6516,3.859
0.532453,0.9518,-0.9846,4.0779,4.302
0.53615,1.2254,-1.0269,4.5421,4.815
0.54009,1.4971,-1.3349,4.8701,5.267
0.548673,1.6731,-1.7186,5.0039,5.549
0.549845,1.713,-2.1194,4.8466,5.56
0.552183,1.7885,-2.3815,4.549,5.437
0.556214,1.806,-2.6391,4.3217,5.376
0.564286,1.9314,-2.7555,4.0805,5.289
0.565602,2.1438,-2.8448,3.7859,5.198
0.568363,2.2595,-2.8169,3.2782,4.877
0.572563,2.4627,-2.7695,2.8058,4.648
