time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002427,-0.0652,0.47,0.8091,0.938
0.003211,-0.1033,0.415,0.847,0.949
0.003484,-0.1034,0.3803,0.9027,0.985
0.003794,-0.0658,0.3649,0.9394,1.01
0.009451,-0.0662,0.3686,1.015,1.082
0.010511,-0.028,0.3723,0.9946,1.062
0.013195,-0.0863,0.3948,1.0123,1.09
0.023026,-0.0867,0.3982,0.954,1.037
0.024206,-0.0483,0.3825,0.9138,0.992
0.0251,-0.0488,0.4047,0.9126,0.999
0.028271,-0.0494,0.3875,0.8159,0.905
0.036599,-0.0697,0.408,0.7583,0.864
0.037387,-0.0888,0.4279,0.662,0.793
0.04026,-0.0888,0.4281,0.5469,0.7
0.044172,-0.0501,0.4281,0.5089,0.667
0.047881,-0.0888,0.4256,0.3758,0.575
0.053421,-0.0696,0.4037,0.2999,0.508
0.056212,-0.0308,0.3809,0.2063,0.434
0.060427,-0.0124,0.3954,0.169,0.43
0.063928,0.0429,0.371,0.0949,0.385
0.072488,0.0976,0.3446,0.0205,0.359
0.073657,0.1125,0.3357,-0.0333,0.356
0.076236,0.1635,0.3077,-0.0492,0.352
0.08034,0.1743,0.2579,-0.0844,0.323
0.094529,0.2208,0.2279,-0.0807,0.327
0.095902,0.21,0.2167,-0.0768,0.311
0.096596,0.2008,0.2435,-0.0918,0.329
0.096965,0.1557,0.2328,-0.088,0.294
0.109453,0.131,0.2246,-0.123,0.288
0.110417,0.1074,0.1973,-0.082,0.239
0.110712,0.0481,0.2067,-0.0974,0.233
0.112037,0.0274,0.1786,-0.0749,0.196
0.11941,0.0629,0.2271,-0.1284,0.268
0.120287,0.0235,0.2175,-0.1057,0.243
0.124077,0.0037,0.2461,-0.1601,0.294
0.128022,-0.0346,0.2702,-0.1156,0.296
0.135925,-0.0342,0.2959,-0.1494,0.333
0.13748,-0.0154,0.2836,-0.1636,0.328
0.140248,-0.0526,0.2904,-0.1778,0.345
0.144214,-0.0148,0.2411,-0.1927,0.309
0.148156,-0.052,0.2293,-0.15,0.279
0.153205,-0.0698,0.2374,-0.1643,0.297
0.156119,-0.124,0.2062,-0.1407,0.279
0.16036,-0.1027,0.2146,-0.136,0.274
0.163913,-0.0634,0.24,-0.1309,0.281
0.169459,-0.0808,0.2284,-0.1641,0.293
0.172182,-0.1361,0.2544,-0.1972,0.349
0.176329,-0.0765,0.2053,-0.1547,0.268
0.179923,-0.0932,0.1939,-0.1119,0.243
0.186287,-0.0905,0.1454,-0.0685,0.184
0.188133,-0.0883,0.1167,-0.0849,0.169
0.192211,-0.1427,0.0897,-0.0815,0.187
0.196264,-0.2111,0.0815,-0.0389,0.23
0.202949,-0.1689,0.0933,0.0023,0.193
0.204135,-0.1845,0.1254,0.0622,0.232
0.208172,-0.1812,0.0812,0.1035,0.224
0.212207,-0.2163,0.0202,0.1433,0.26
0.222459,-0.1931,-0.0023,0.1829,0.266
0.223504,-0.1716,-0.0055,0.2423,0.297
0.225083,-0.1693,-0.0085,0.3006,0.345
0.228316,-0.1859,-0.0682,0.3594,0.41
0.244439,-0.1837,-0.0698,0.4172,0.461
0.246042,-0.163,-0.0328,0.456,0.485
0.248819,-0.1799,0.0029,0.4191,0.456
0.25012,-0.1977,0.0194,0.4582,0.499
0.251731,-0.1567,-0.0015,0.4591,0.485
0.252342,-0.0983,0.0155,0.48,0.49
0.259829,-0.0584,0.0323,0.4609,0.466
0.261387,-0.0575,0.0113,0.4238,0.428
0.264077,-0.0762,-0.0095,0.4056,0.413
0.270268,-0.0546,-0.0112,0.3494,0.354
0.272233,-0.0529,-0.0316,0.311,0.317
0.276317,-0.0512,-0.0145,0.2739,0.279
0.280113,-0.0308,-0.035,0.2366,0.241
0.286992,-0.048,0.0194,0.1987,0.205
0.288354,-0.0457,-0.0207,0.1807,0.188
0.292523,-0.0631,0.0334,0.182,0.196
0.297317,-0.0408,0.0303,0.1454,0.154
0.303535,-0.0766,0.0651,0.0893,0.134
0.304436,-0.0546,0.0039,0.0528,0.076
0.30822,-0.032,0.0004,0.0734,0.08
0.312686,-0.0674,0.0348,0.0375,0.085
0.319863,-0.0452,0.0106,0.0204,0.051
0.32068,-0.0043,0.0068,0.0411,0.042
0.324334,0.016,0.0411,0.0431,0.062
0.328407,0.0172,0.0544,0.0266,0.063
0.332316,0.0369,0.1051,0.0483,0.121
0.345489,0.056,0.0797,0.0131,0.098
0.346205,0.0563,0.074,0.0536,0.107
0.346454,0.0567,0.087,0.0561,0.118
0.34817,0.0009,0.044,0.0964,0.106
0.355828,0.0394,0.0576,0.0987,0.121
0.356557,0.0212,0.0713,0.12,0.141
0.360189,-0.0348,0.066,0.1224,0.143
0.364151,-0.0132,0.0606,0.0868,0.107
0.382676,0.0065,0.0555,0.127,0.139
0.383935,0.0444,0.0506,0.1492,0.164
0.384519,-0.0115,0.0458,0.1313,0.14
