time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.004053,0.7388,-1.0408,-1.2014,1.753
0.004586,0.5826,-1.0151,-1.1525,1.643
0.005253,0.485,-0.9932,-1.056,1.529
0.015109,0.4065,-0.9991,-0.8644,1.382
0.015737,0.3174,-0.9755,-0.6734,1.227
0.030936,0.2452,-0.937,-0.507,1.093
0.031506,0.1223,-0.9272,-0.4273,1.028
0.031818,0.0349,-0.9464,-0.386,1.023
0.032954,-0.0121,-0.9424,-0.2729,0.981
0.03819,-0.0332,-0.9155,-0.1452,0.928
0.043175,-0.0668,-0.8899,-0.0603,0.894
0.048104,-0.1132,-0.8134,-0.0324,0.822
0.054537,-0.1676,-0.6956,0.0153,0.716
0.058129,-0.23,-0.5177,0.1878,0.597
0.063255,-0.2388,-0.3517,0.3417,0.545
0.068132,-0.1558,-0.3459,0.3048,0.487
0.075721,-0.0573,-0.3802,0.1775,0.424
0.077767,-0.1294,-0.2584,0.094,0.304
0.083293,-0.1993,-0.0855,0.0492,0.222
0.095651,-0.2618,0.1053,0.1912,0.341
0.096432,-0.2213,0.2615,0.4002,0.527
0.09767,-0.0689,0.3303,0.7477,0.82
0.107002,0.0884,0.2787,1.1949,1.23
0.107549,0.1574,0.145,1.3824,1.399
0.112515,0.0762,-0.0468,0.7657,0.771
0.117547,0.0338,-0.1204,0.394,0.413
0.12303,0.1288,-0.201,0.3541,0.427
0.127493,0.3054,-0.3271,0.3496,0.568
0.132451,0.4064,-0.465,0.2658,0.672
0.137967,0.3985,-0.533,0.1455,0.681
0.142852,0.3482,-0.5355,-0.0499,0.641
0.147374,0.2025,-0.4432,-0.2012,0.527
0.15448,0.0519,-0.3128,-0.3618,0.481
0.157244,-0.0511,-0.2396,-0.5941,0.643
0.16283,-0.1734,-0.1463,-0.8171,0.848
0.167335,-0.3195,-0.0325,-1.0024,1.053
0.174592,-0.3838,0.0401,-1.1217,1.186
0.177407,-0.4951,0.158,-1.0701,1.19
0.182861,-0.553,0.2304,-1.0248,1.187
0.193341,-0.5429,0.2288,-0.9095,1.084
0.194052,-0.5606,0.3207,-0.6477,0.915
0.197243,-0.4674,0.3,-0.4497,0.715
0.20481,-0.4067,0.2526,-0.2723,0.551
0.208425,-0.3161,0.1588,-0.158,0.387
0.211824,-0.243,0.0514,-0.1158,0.274
0.217634,-0.1438,-0.0416,-0.0924,0.176
0.222576,-0.0188,0.042,-0.0254,0.053
0.226904,0.1122,0.0866,-0.0868,0.166
0.231939,0.1298,-0.2567,-0.2864,0.406
0.238031,0.0641,-0.4943,-0.4567,0.676
0.242393,-0.1176,-0.5448,-0.55,0.783
0.246933,-0.3045,-0.4754,-0.5665,0.8
0.251993,-0.4108,-0.281,-0.5637,0.752
0.256913,-0.4229,-0.067,-0.4702,0.636
0.26224,-0.4041,0.0946,-0.243,0.481
0.26692,-0.4035,0.2037,-0.0305,0.453
0.275045,-0.3597,0.2069,0.163,0.446
0.276711,-0.3644,0.19,0.3234,0.523
0.282594,-0.3606,0.1572,0.389,0.553
0.293852,-0.3246,0.0696,0.3554,0.486
0.294415,-0.3282,0.0085,0.2374,0.405
0.304143,-0.3328,-0.0168,0.0111,0.333
0.304911,-0.3333,-0.0206,-0.1462,0.365
0.316073,-0.3631,0.0165,-0.278,0.458
0.316718,-0.3653,0.0375,-0.4323,0.567
0.317125,-0.3353,0.0573,-0.5044,0.608
0.323003,-0.3266,0.0763,-0.4948,0.598
0.326706,-0.3352,0.2049,-0.4471,0.595
