time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.0029,-0.5428,0.3323,-0.9649,1.156
0.003397,-0.6,0.3292,-0.9813,1.196
0.007121,-0.6335,0.3088,-0.9794,1.207
0.019049,-0.6433,0.3,-0.9641,1.197
0.019492,-0.6436,0.3071,-0.9591,1.195
0.021931,-0.6296,0.3156,-0.9261,1.163
0.03723,-0.5868,0.3109,-0.8937,1.113
0.037733,-0.5151,0.2831,-0.8617,1.043
0.037903,-0.4575,0.2704,-0.854,1.006
0.042085,-0.3853,0.2389,-0.8369,0.952
0.068551,-0.3126,0.2028,-0.8295,0.909
0.069072,-0.2394,0.1716,-0.8365,0.887
0.069348,-0.1847,0.1261,-0.8388,0.868
0.069748,-0.1532,0.1045,-0.8267,0.847
0.070006,-0.1447,0.0829,-0.8147,0.832
0.071785,-0.126,0.0615,-0.7884,0.801
0.079072,-0.0924,0.0687,-0.7621,0.771
0.090241,-0.0824,0.0856,-0.7455,0.755
0.090809,-0.0626,0.1122,-0.7529,0.764
0.092266,-0.0754,0.1094,-0.7645,0.776
0.097155,-0.069,0.0785,-0.7809,0.788
0.101959,-0.0718,0.0623,-0.7688,0.775
0.106906,-0.0694,0.0513,-0.7522,0.757
0.112683,-0.043,0.0455,-0.7217,0.724
0.116813,-0.0305,0.0731,-0.6915,0.696
0.121683,-0.0506,0.1101,-0.6663,0.677
0.129552,-0.0747,0.1704,-0.6556,0.682
0.131676,-0.1263,0.197,-0.6261,0.668
0.136651,-0.1814,0.2375,-0.5872,0.659
0.141733,-0.2545,0.2872,-0.5298,0.654
0.149433,-0.2793,0.3175,-0.4918,0.649
0.151459,-0.3086,0.362,-0.4589,0.661
0.156466,-0.3189,0.3872,-0.4359,0.665
0.176951,-0.3246,0.3935,-0.4131,0.656
0.17746,-0.3164,0.3905,-0.4239,0.657
0.177695,-0.2849,0.3549,-0.43,0.626
0.177943,-0.2494,0.325,-0.3889,0.565
0.187063,-0.215,0.3104,-0.3627,0.524
0.187632,-0.1769,0.2967,-0.3275,0.476
0.191392,-0.1305,0.2933,-0.2928,0.435
0.2075,-0.076,0.2904,-0.2824,0.412
0.208165,-0.0276,0.2926,-0.2484,0.385
0.208481,0.0055,0.2855,-0.2384,0.372
0.225174,0.0521,0.2878,-0.2331,0.374
0.225844,0.0839,0.2898,-0.2326,0.381
0.226157,0.0962,0.2868,-0.2176,0.373
0.226453,0.0989,0.3022,-0.2167,0.385
0.24138,0.1017,0.2979,-0.2203,0.384
0.242012,0.114,0.3024,-0.233,0.398
0.242338,0.1074,0.325,-0.269,0.435
0.25756,0.0631,0.3514,-0.3281,0.485
0.25811,0.0387,0.3722,-0.3627,0.521
0.258441,0.0434,0.3924,-0.3779,0.547
0.290763,0.0721,0.3837,-0.3358,0.515
0.291288,0.1007,0.3654,-0.3177,0.495
0.291562,0.1335,0.3613,-0.2903,0.482
