time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.003499,-0.9461,-0.1002,-1.2935,1.606
0.004033,-0.6598,0.0059,-1.446,1.589
0.017931,-0.5071,0.2128,-1.3704,1.477
0.02525,-0.3342,0.3834,-1.0845,1.198
0.036346,-0.1523,0.5738,-0.7328,0.943
0.048297,0.0496,0.7409,-0.3605,0.825
0.052928,0.2009,0.8633,-0.063,0.889
0.062575,0.0862,0.8349,0.1933,0.861
0.074289,0.0025,0.7083,0.2649,0.756
0.082145,-0.1263,0.5891,0.1061,0.612
0.091168,-0.2318,0.5559,-0.2642,0.658
0.101879,-0.4514,0.5549,-0.615,0.943
0.112265,-0.6863,0.5025,-0.8493,1.202
0.127912,-0.8726,0.4696,-1.0089,1.414
0.131973,-1.0232,0.4521,-1.0539,1.537
0.142815,-1.044,0.3695,-0.9468,1.457
0.150907,-0.9502,0.2833,-0.5802,1.149
0.159721,-0.7457,0.2243,-0.126,0.789
0.168948,-0.3434,0.1696,0.2403,0.452
0.178453,0.0092,0.1852,0.5992,0.627
0.189291,0.1727,0.1666,0.9939,1.022
0.197522,0.1027,0.0606,1.4169,1.422
0.207637,-0.3205,0.0094,1.8974,1.924
0.218459,-0.8705,0.2016,2.3363,2.501
0.227559,-0.8466,0.3326,2.1852,2.367
0.245366,-0.3415,0.2879,1.534,1.598
0.246185,-0.002,0.354,0.8109,0.885
0.257783,0.0453,0.4499,0.3614,0.579
0.266336,-0.0522,0.3127,0.3226,0.452
0.276764,-0.3104,-0.0607,0.6869,0.756
0.285642,-0.4851,-0.6032,1.2717,1.489
0.295974,-0.6439,-1.1915,1.877,2.315
0.307805,-0.9633,-1.682,2.377,3.067
0.315656,-1.2767,-1.9225,2.7488,3.589
0.328043,-1.5196,-1.8467,2.8999,3.759
0.334112,-1.5003,-1.586,2.6253,3.414
0.344146,-1.2356,-1.2312,1.939,2.608
0.358148,-0.9114,-0.828,1.0445,1.615
0.363644,-0.5355,-0.462,0.0724,0.711
0.375626,-0.277,-0.2478,-0.7505,0.837
0.382922,-0.2305,-0.1912,-1.1947,1.232
0.402109,-0.2907,-0.2452,-1.2485,1.305
0.402848,-0.3181,-0.3726,-0.963,1.08
0.412616,-0.3746,-0.5348,-0.4905,0.817
0.428118,-0.4183,-0.717,-0.086,0.835
0.433221,-0.3948,-0.8481,0.177,0.952
0.446375,-0.3253,-0.9181,0.3343,1.03
0.454319,-0.2239,-0.9281,0.463,1.061
0.460098,-0.1019,-0.9228,0.6186,1.116
0.469793,-0.073,-0.9026,0.7772,1.193
0.479825,-0.0899,-0.9418,0.8333,1.261
0.490466,-0.214,-0.9537,0.7437,1.228
0.499047,-0.3824,-0.9571,0.5012,1.146
0.512292,-0.5418,-0.9214,0.1588,1.081
0.520553,-0.6143,-0.833,-0.2189,1.058
0.530461,-0.588,-0.6097,-0.5758,1.024
0.539715,-0.4882,-0.3137,-0.9013,1.072
0.547962,-0.3573,-0.0243,-1.2252,1.276
0.558658,-0.1903,0.2388,-1.5643,1.594
0.56804,-0.04,0.509,-1.8353,1.905
0.578021,0.0618,0.7387,-1.9903,2.124
0.586513,0.1753,0.8748,-2.068,2.252
0.602416,0.2212,0.934,-2.0087,2.226
0.606907,0.2514,0.9698,-1.932,2.176
0.616303,0.2611,1.0007,-1.8448,2.115
0.62897,0.2638,1.0361,-1.7545,2.055
0.635255,0.3411,1.0613,-1.6826,2.018
0.646268,0.4299,1.0664,-1.6568,2.017
0.65469,0.4967,1.0004,-1.5427,1.905
0.664731,0.4869,0.9421,-1.3144,1.689
0.685605,0.4454,0.8287,-1.0025,1.375
0.686342,0.329,0.7169,-0.6342,1.012
0.694021,0.1765,0.6028,-0.2406,0.673
0.704101,0.0495,0.528,0.0084,0.53
0.713517,-0.0473,0.4179,0.1249,0.439
0.726791,-0.0991,0.3398,0.1616,0.389
0.733098,0.0161,0.2945,0.2046,0.359
0.753967,0.2337,0.198,0.2857,0.419
0.754889,0.4481,0.0913,0.4433,0.637
0.762699,0.4654,-0.0477,0.7086,0.849
0.771652,0.3264,-0.3144,1.0703,1.162
0.78261,0.027,-0.6034,1.4994,1.616
0.792901,-0.3045,-0.8286,1.8861,2.082
0.800854,-0.601,-0.9713,2.1334,2.42
0.810575,-1.0202,-0.9068,2.1979,2.587
0.820654,-1.7941,-0.4625,2.11,2.808
0.830451,-1.963,0.1572,1.6235,2.552
0.84571,-1.3357,0.5023,0.6934,1.587
0.850482,-0.584,0.7129,-0.2112,0.945
0.861755,0.1836,0.8403,-0.8823,1.232
0.868937,0.9257,0.7455,-1.0882,1.611
0.878805,1.3703,0.4402,-0.6564,1.582
0.888869,1.429,-0.1184,0.3577,1.478
0.897973,1.1002,-0.9199,1.7928,2.296
0.909808,0.4141,-1.4587,3.2185,3.558
0.917589,-0.6174,-1.6698,4.3264,4.678
