time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002776,-0.8542,-1.6105,0.4556,1.879
0.003386,-1.0414,-1.2585,0.1249,1.638
0.026976,-0.6427,-1.039,-0.2476,1.247
0.027359,-0.1092,-0.7944,-0.5088,0.95
0.027519,0.3368,-0.5271,-0.3576,0.721
0.041315,0.6966,-0.3542,-0.0065,0.781
0.046406,1.0815,-0.3036,0.2687,1.155
0.060092,1.2525,-0.3683,0.5315,1.41
0.066302,1.1262,-0.5489,0.7573,1.464
0.096267,0.9365,-0.6982,0.9039,1.477
0.096565,0.6942,-0.8262,0.8491,1.373
0.096689,0.4669,-0.8666,0.5859,1.146
0.111137,0.2628,-0.8145,0.2293,0.886
0.114509,0.1444,-0.6213,-0.2213,0.675
0.135153,0.1402,-0.3875,-0.8186,0.917
0.135685,0.2063,-0.0969,-1.3577,1.377
0.148271,0.2213,0.2313,-1.7356,1.765
0.164595,0.2206,0.5629,-2.0054,2.095
0.16525,0.2662,0.8218,-2.1508,2.318
0.182422,0.2992,0.967,-2.1547,2.381
0.183047,0.2659,1.0455,-2.0367,2.305
0.198282,0.1458,1.0533,-1.8222,2.11
0.202677,-0.0129,1.0489,-1.6026,1.915
0.214295,-0.0087,0.9498,-1.4608,1.742
0.228754,-0.0912,0.8638,-1.364,1.617
0.230775,-0.2355,0.7579,-1.2724,1.5
0.246674,-0.2632,0.6403,-1.1918,1.378
0.251092,-0.2414,0.5347,-1.0247,1.181
0.266511,-0.328,0.4331,-0.6606,0.855
0.281755,-0.4226,0.3424,-0.2836,0.613
0.282407,-0.4613,0.2279,-0.0874,0.522
0.29838,-0.5028,0.1133,0.0272,0.516
0.299009,-0.5479,0.0528,0.1118,0.562
0.317544,-0.6044,0.054,0.1345,0.621
0.338398,-0.5779,0.1363,0.07,0.598
0.338955,-0.5458,0.1867,-0.0184,0.577
0.339299,-0.6647,0.2122,-0.0077,0.698
0.349251,-0.7302,0.2177,0.0839,0.767
0.363093,-0.7596,0.1583,0.1884,0.798
0.368857,-0.8024,0.1357,0.2907,0.864
0.382486,-0.7467,0.1681,0.368,0.849
0.402554,-0.5819,0.2063,0.369,0.719
0.403291,-0.3839,0.1995,0.3813,0.577
0.418124,-0.2981,0.1874,0.4794,0.595
0.418875,-0.1736,0.0927,0.6307,0.661
0.436883,-0.0977,-0.0002,0.773,0.779
0.437605,-0.1574,-0.1588,0.8853,0.913
0.453455,-0.331,-0.2641,1.0258,1.11
0.45469,-0.7715,-0.1606,1.2875,1.51
