time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001252,0.0519,0.0694,0.0808,0.118
0.001574,-0.0033,0.0783,0.1117,0.136
0.001958,0.0433,0.0777,0.0534,0.104
0.002154,0.024,0.0994,0.0555,0.116
0.002386,0.0426,0.0849,0.0278,0.099
0.002583,0.0883,0.1009,0.0077,0.134
0.002814,0.018,0.0788,0.0528,0.097
0.00301,0.0446,0.0733,0.0268,0.09
0.003219,0.0204,0.1236,0.0053,0.125
0.003424,0.0465,0.0956,-0.0066,0.106
0.003782,0.0718,0.0572,0.0126,0.093
0.007136,0.069,0.0545,-0.0113,0.089
0.007543,0.0633,0.061,-0.0111,0.089
0.007768,0.039,0.0436,-0.04,0.071
0.008712,0.0368,0.0474,-0.0687,0.091
0.015084,0.0507,0.026,-0.1024,0.117
0.015473,0.0176,0.0842,-0.0641,0.107
0.015873,0.0314,0.0268,-0.0639,0.076
0.01622,0.045,0.0735,-0.0514,0.1
0.016435,0.0189,0.0181,-0.0513,0.058
0.016699,0.012,0.0487,-0.087,0.1
0.017777,0.0424,0.0147,-0.0737,0.086
0.018407,0.0392,0.0025,-0.0756,0.085
0.01966,0.034,0.0111,-0.1334,0.138
0.02081,0.0727,0.0018,-0.1063,0.129
0.022124,0.0456,-0.0531,-0.0824,0.108
0.023405,0.0355,-0.0199,-0.085,0.094
0.024468,0.0594,-0.0709,-0.1241,0.155
0.025785,0.0562,-0.0948,-0.1072,0.154
0.029062,0.0495,-0.1277,-0.1015,0.17
0.029423,0.0235,-0.1017,-0.1255,0.163
0.029632,0.0425,-0.1633,-0.1176,0.206
0.03117,-0.0143,-0.1628,-0.1088,0.196
0.031904,-0.019,-0.1934,-0.1141,0.225
0.033209,-0.0194,-0.1857,-0.0937,0.209
0.034407,-0.033,-0.1989,-0.0511,0.208
0.035576,-0.0327,-0.2203,-0.0844,0.238
0.036929,-0.0753,-0.2474,-0.0777,0.27
0.038192,-0.0665,-0.2013,-0.0747,0.225
0.039362,-0.1307,-0.2432,-0.0371,0.279
0.04069,-0.1487,-0.2013,-0.0442,0.254
0.042037,-0.1438,-0.2447,-0.0076,0.284
0.045082,-0.1757,-0.2556,-0.0369,0.312
0.045739,-0.239,-0.2523,-0.0163,0.348
0.045972,-0.2255,-0.2439,-0.0066,0.332
0.047009,-0.2588,-0.2696,0.0367,0.376
0.048247,-0.266,-0.285,0.0073,0.39
0.049321,-0.2504,-0.3332,0.0158,0.417
0.050554,-0.2863,-0.3004,0.0153,0.415
0.051849,-0.2705,-0.3276,0.0346,0.426
0.053057,-0.2645,-0.3032,0.0487,0.405
0.054378,-0.2866,-0.378,0.055,0.478
0.055537,-0.2517,-0.3607,0.0731,0.446
0.056869,-0.2567,-0.3769,0.0912,0.465
0.057934,-0.2659,-0.3818,0.0601,0.469
0.059192,-0.2857,-0.387,0.0941,0.49
0.062438,-0.2492,-0.3475,0.1169,0.443
0.063163,-0.2626,-0.3979,0.072,0.482
0.063511,-0.2655,-0.4015,0.1588,0.507
0.0642,-0.2635,-0.4221,0.1724,0.527
0.065615,-0.2777,-0.3875,0.1251,0.493
0.066774,-0.3254,-0.4253,0.1739,0.563
0.068009,-0.333,-0.4021,0.21,0.563
0.069386,-0.2972,-0.4013,0.206,0.54
0.070647,-0.3554,-0.4187,0.2441,0.601
0.071906,-0.3506,-0.3731,0.2516,0.571
0.072995,-0.3442,-0.3829,0.2859,0.589
0.074181,-0.4046,-0.376,0.3192,0.638
0.075332,-0.4199,-0.36,0.3256,0.642
0.078914,-0.4303,-0.3852,0.3357,0.668
0.079774,-0.3889,-0.3455,0.381,0.645
0.080303,-0.4086,-0.3467,0.4044,0.671
0.080771,-0.4035,-0.3489,0.4158,0.676
0.084012,-0.3972,-0.3571,0.4053,0.67
0.084327,-0.3837,-0.3184,0.3678,0.62
0.084764,-0.3586,-0.3546,0.4271,0.661
0.085429,-0.3575,-0.3548,0.4196,0.656
0.086584,-0.3494,-0.3291,0.4139,0.634
0.087856,-0.3216,-0.3503,0.4451,0.651
0.089047,-0.3036,-0.3605,0.4364,0.642
0.090316,-0.2958,-0.3676,0.4046,0.622
0.091563,-0.2779,-0.3757,0.4317,0.636
0.094876,-0.2792,-0.3758,0.4479,0.648
0.095226,-0.2025,-0.3928,0.4349,0.62
0.095576,-0.1989,-0.4196,0.438,0.638
0.096624,-0.2372,-0.3867,0.4331,0.627
0.097786,-0.1797,-0.4446,0.4288,0.643
0.099076,-0.21,-0.4254,0.4107,0.627
0.100232,-0.2362,-0.4161,0.3958,0.621
0.101518,-0.1841,-0.449,0.4365,0.653
0.102666,-0.1716,-0.4227,0.4235,0.622
0.103924,-0.2069,-0.4036,0.4105,0.612
0.105289,-0.244,-0.4015,0.3826,0.606
0.106611,-0.2165,-0.3797,0.4054,0.596
0.107825,-0.2636,-0.3349,0.3755,0.568
0.108992,-0.2965,-0.36,0.3958,0.612
0.114436,-0.2977,-0.3123,0.3792,0.574
0.115003,-0.299,-0.3307,0.3572,0.571
0.115258,-0.3479,-0.2652,0.3877,0.585
0.115731,-0.3638,-0.2537,0.3821,0.585
0.116214,-0.4037,-0.2095,0.3599,0.58
0.116624,-0.3714,-0.2151,0.3194,0.535
0.117786,-0.4399,-0.1789,0.3537,0.592
0.119022,-0.4645,-0.1509,0.3415,0.596
0.120057,-0.5397,-0.1269,0.2885,0.625
0.121564,-0.5381,-0.1208,0.2779,0.618
0.122766,-0.5484,-0.094,0.2858,0.626
0.123915,-0.5777,-0.0881,0.2949,0.655
0.125158,-0.5718,-0.1421,0.2569,0.643
0.128251,-0.5857,-0.1666,0.274,0.668
0.128883,-0.5877,-0.1824,0.242,0.661
0.129272,-0.6076,-0.219,0.2449,0.691
0.130065,-0.622,-0.2466,0.1949,0.697
0.131362,-0.6529,-0.227,0.2093,0.722
0.132586,-0.6052,-0.2654,0.1683,0.682
0.133813,-0.6233,-0.2738,0.1421,0.695
0.134859,-0.63,-0.277,0.1201,0.699
0.136181,-0.6488,-0.2414,0.0802,0.697
0.137529,-0.6045,-0.2826,0.0809,0.672
0.138667,-0.6338,-0.2618,0.052,0.688
0.139942,-0.6326,-0.252,0.0043,0.681
0.141314,-0.6251,-0.2343,-0.0245,0.668
0.142498,-0.5966,-0.2442,-0.0154,0.645
0.14573,-0.6105,-0.1996,-0.0658,0.646
0.146454,-0.5788,-0.1814,-0.1131,0.617
0.146829,-0.5706,-0.1668,-0.1157,0.606
0.147471,-0.5527,-0.1638,-0.1461,0.595
0.148685,-0.5608,-0.1372,-0.1672,0.601
0.150011,-0.5611,-0.0789,-0.2194,0.608
