time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001346,-0.4467,-0.4148,0.1093,0.619
0.001917,-0.409,-0.4684,0.1578,0.642
0.002465,-0.4173,-0.4481,0.1304,0.626
0.002875,-0.3757,-0.4652,0.1454,0.615
0.003196,-0.4119,-0.4776,0.164,0.652
0.003498,-0.3675,-0.496,0.1714,0.641
0.003918,-0.3553,-0.5016,0.1898,0.643
0.004431,-0.3579,-0.5718,0.203,0.704
0.00479,-0.3633,-0.5482,0.1964,0.686
0.005147,-0.3359,-0.5732,0.2514,0.71
0.005377,-0.3155,-0.5611,0.257,0.693
0.008493,-0.3381,-0.5922,0.2142,0.715
0.009398,-0.3167,-0.578,0.2691,0.712
0.009989,-0.3304,-0.626,0.2342,0.746
0.010507,-0.307,-0.6407,0.304,0.773
0.01179,-0.2855,-0.6323,0.3002,0.756
0.012518,-0.284,-0.6195,0.3496,0.766
0.013688,-0.2966,-0.6385,0.3589,0.79
0.014936,-0.305,-0.6356,0.3612,0.792
0.016205,-0.2704,-0.6682,0.339,0.797
0.021899,-0.2894,-0.6699,0.3762,0.821
0.022453,-0.3063,-0.6889,0.3953,0.851
0.022977,-0.2683,-0.6529,0.4225,0.823
0.023445,-0.2548,-0.6902,0.4262,0.85
0.023954,-0.2858,-0.6669,0.4772,0.868
0.024423,-0.2649,-0.6864,0.4852,0.881
0.027732,-0.2669,-0.626,0.4599,0.821
0.028066,-0.3029,-0.6641,0.4789,0.873
0.028653,-0.2939,-0.65,0.4738,0.856
0.029155,-0.3173,-0.6431,0.4885,0.868
0.029855,-0.3079,-0.6901,0.5129,0.913
0.030943,-0.322,-0.6355,0.5203,0.882
0.032238,-0.3597,-0.6161,0.5245,0.885
0.039194,-0.34,-0.644,0.5579,0.917
0.039969,-0.3539,-0.6205,0.5548,0.904
0.040618,-0.3662,-0.5872,0.546,0.882
0.041059,-0.389,-0.6401,0.5515,0.93
0.041633,-0.4577,-0.5927,0.5525,0.931
0.042169,-0.45,-0.5816,0.5543,0.921
0.042713,-0.4926,-0.5707,0.5628,0.941
0.043178,-0.5184,-0.562,0.5785,0.959
0.043612,-0.5519,-0.5744,0.5121,0.947
0.04474,-0.5837,-0.5737,0.5102,0.964
0.045991,-0.6261,-0.5493,0.596,1.024
0.047068,-0.6632,-0.5192,0.5829,1.024
0.048501,-0.6662,-0.5516,0.5727,1.037
0.049706,-0.7173,-0.4958,0.6008,1.059
0.054218,-0.7438,-0.4984,0.565,1.059
0.054824,-0.7476,-0.4735,0.5622,1.048
0.055085,-0.7832,-0.4806,0.5543,1.073
0.055323,-0.7888,-0.4374,0.5453,1.054
0.056259,-0.8223,-0.4686,0.5617,1.101
0.057088,-0.8817,-0.4541,0.5831,1.15
0.058869,-0.8651,-0.4325,0.5476,1.111
0.059763,-0.883,-0.4122,0.5536,1.121
0.06085,-0.936,-0.4357,0.549,1.169
0.062144,-0.8898,-0.3836,0.5729,1.126
0.063408,-0.9661,-0.4032,0.5656,1.19
0.064834,-0.9404,-0.3997,0.5514,1.161
0.065969,-0.9688,-0.3865,0.5663,1.187
0.069419,-1,-0.3764,0.5522,1.203
0.069783,-1.0142,-0.3703,0.5501,1.212
0.070009,-0.9831,-0.3792,0.5655,1.196
0.070602,-1.0262,-0.3631,0.5444,1.217
0.071837,-0.9977,-0.3731,0.5754,1.211
0.073203,-1.0172,-0.3781,0.5905,1.235
0.074568,-1.0145,-0.3524,0.5688,1.215
0.075684,-1.02,-0.3725,0.5878,1.235
0.076919,-0.9916,-0.3963,0.5978,1.224
0.078209,-1.044,-0.4111,0.6127,1.278
0.079518,-0.9883,-0.4092,0.5833,1.218
0.080854,-0.9839,-0.3852,0.5832,1.207
0.082011,-0.9828,-0.3882,0.6222,1.226
0.087055,-0.9854,-0.3503,0.5775,1.195
0.088208,-0.9614,-0.3761,0.5949,1.192
0.08861,-0.9568,-0.4408,0.5758,1.201
0.088941,-0.9067,-0.4334,0.6075,1.174
0.089283,-0.8977,-0.4261,0.6025,1.162
0.090058,-0.8849,-0.4299,0.5462,1.125
0.090785,-0.8614,-0.4445,0.536,1.108
0.091943,-0.8521,-0.4249,0.5217,1.086
0.093172,-0.8287,-0.3837,0.4867,1.035
0.094742,-0.8214,-0.3952,0.4952,1.037
0.095587,-0.7807,-0.4126,0.4358,0.985
0.096905,-0.7949,-0.3743,0.4286,0.978
0.098184,-0.7691,-0.3668,0.3925,0.938
0.099363,-0.7224,-0.3307,0.4015,0.89
0.103336,-0.7387,-0.3521,0.3201,0.879
0.103929,-0.6973,-0.3584,0.3226,0.848
0.104551,-0.6922,-0.3251,0.3065,0.824
0.10492,-0.6504,-0.3411,0.2799,0.786
0.105467,-0.6398,-0.3451,0.2552,0.77
0.106908,-0.6177,-0.3581,0.2075,0.744
0.108022,-0.6119,-0.3802,0.1918,0.746
0.113119,-0.5862,-0.3507,0.1671,0.703
0.115068,-0.5811,-0.3563,0.1378,0.695
0.116063,-0.5183,-0.3567,0.1385,0.644
0.116673,-0.5435,-0.3724,0.1182,0.669
0.117275,-0.4534,-0.357,0.0931,0.585
0.117785,-0.4714,-0.3537,0.0168,0.59
0.118416,-0.4951,-0.3029,0.021,0.581
0.119003,-0.4193,-0.3428,0.0511,0.544
0.119306,-0.4035,-0.3419,0.0163,0.529
0.126521,-0.391,-0.3222,-0.0143,0.507
0.127165,-0.3876,-0.3284,-0.0609,0.512
0.127986,-0.3483,-0.3329,-0.0754,0.488
0.128779,-0.3566,-0.2633,-0.0644,0.448
0.129336,-0.4102,-0.2471,-0.1198,0.494
0.129729,-0.4274,-0.141,-0.1478,0.474
0.130188,-0.4067,-0.1101,-0.1529,0.448
0.131509,-0.4226,-0.1154,-0.211,0.486
0.131907,-0.3561,-0.0877,-0.2128,0.424
0.132827,-0.3938,-0.1429,-0.2638,0.495
0.133529,-0.3706,-0.14,-0.2348,0.461
0.134193,-0.3419,-0.1372,-0.2675,0.455
0.145541,-0.3448,-0.1164,-0.2575,0.446
0.146646,-0.3157,-0.1406,-0.2644,0.435
0.147258,-0.2878,-0.1767,-0.2935,0.447
0.14777,-0.2355,-0.1525,-0.3022,0.412
0.148419,-0.2228,-0.1097,-0.295,0.386
0.149077,-0.2132,-0.1649,-0.329,0.425
0.149449,-0.1767,-0.177,-0.3139,0.401
0.149838,-0.1134,-0.1702,-0.3717,0.424
0.150163,-0.1229,-0.1508,-0.3743,0.422
0.150481,-0.1035,-0.1649,-0.3172,0.372
0.150796,-0.0774,-0.17,-0.3171,0.368
0.151145,-0.0579,-0.1801,-0.3306,0.381
0.151699,-0.0288,-0.1632,-0.3395,0.378
0.152455,0.011,-0.1445,-0.3443,0.374
0.152971,0.0997,-0.1257,-0.3351,0.372
0.16513,0.0945,-0.1028,-0.3512,0.378
0.165538,0.0991,-0.0841,-0.365,0.387
0.16603,0.1486,-0.0895,-0.3056,0.351
0.166468,0.148,-0.0749,-0.3194,0.36
0.166799,0.199,-0.0733,-0.3035,0.37
0.167216,0.2171,-0.0806,-0.3051,0.383
0.167677,0.226,-0.0638,-0.2689,0.357
0.168122,0.2629,-0.0781,-0.2258,0.355
0.168587,0.2595,-0.0761,-0.1776,0.324
0.168891,0.2756,-0.0749,-0.2155,0.358
0.169293,0.3019,-0.065,-0.1624,0.349
0.169731,0.2607,-0.108,-0.1793,0.334
0.170091,0.2716,-0.0758,-0.1344,0.312
0.170353,0.3197,-0.0808,-0.1264,0.353
0.176585,0.3347,-0.0855,-0.0814,0.355
0.177415,0.3273,-0.0941,-0.0404,0.343
0.178124,0.3407,-0.1238,0.0568,0.367
0.178515,0.3528,-0.1273,0.0236,0.376
0.17887,0.3211,-0.1003,0.067,0.343
0.179198,0.3147,-0.0875,0.0927,0.34
0.179715,0.2844,-0.1138,0.0837,0.318
0.180035,0.325,-0.1106,0.1213,0.364
0.181231,0.3302,-0.1335,0.1927,0.405
0.182455,0.3622,-0.1583,0.228,0.456
0.187406,0.3188,-0.1071,0.2729,0.433
0.188002,0.3154,-0.1538,0.3013,0.462
0.188556,0.3907,-0.1486,0.3626,0.553
0.18896,0.3861,-0.1802,0.3768,0.569
0.189347,0.3341,-0.1883,0.3737,0.535
0.190069,0.3856,-0.1848,0.4239,0.602
0.191181,0.3891,-0.2005,0.4419,0.622
0.192462,0.3827,-0.2081,0.4861,0.653
0.193728,0.3757,-0.1765,0.5376,0.679
0.195042,0.4174,-0.1702,0.5628,0.721
0.196205,0.3852,-0.2187,0.605,0.75
0.1977,0.4011,-0.2084,0.6421,0.785
0.198967,0.4096,-0.1986,0.6632,0.804
0.204067,0.4274,-0.1852,0.6864,0.83
0.204634,0.4023,-0.2388,0.7286,0.866
0.205017,0.4183,-0.2513,0.7537,0.898
0.205314,0.4461,-0.2289,0.7559,0.907
0.205606,0.4334,-0.2491,0.801,0.944
0.206084,0.4413,-0.2496,0.807,0.953
0.207289,0.4384,-0.2413,0.8612,0.996
0.208549,0.4164,-0.2638,0.8844,1.012
0.209709,0.4506,-0.2616,0.9116,1.05
0.211112,0.4357,-0.2461,0.9007,1.03
0.21233,0.4348,-0.2707,0.9288,1.061
0.213658,0.4054,-0.2722,0.9553,1.073
0.215407,0.4356,-0.2897,0.9904,1.12
0.216247,0.4706,-0.2793,0.9705,1.114
0.219904,0.4098,-0.2947,1.0217,1.14
0.220663,0.4379,-0.2883,1.0427,1.167
0.22119,0.4428,-0.2708,1.0467,1.168
0.221496,0.4469,-0.3124,1.0698,1.201
0.222147,0.4341,-0.2749,1.1118,1.225
0.223491,0.427,-0.2586,1.1072,1.215
0.224651,0.4333,-0.3051,1.1423,1.259
0.225828,0.4396,-0.2847,1.1344,1.249
0.227528,0.4168,-0.3022,1.1546,1.264
0.228619,0.3855,-0.2893,1.1664,1.262
0.229614,0.3639,-0.2568,1.1817,1.263
0.231395,0.3534,-0.2225,1.1738,1.246
0.232186,0.3268,-0.2252,1.2071,1.271
