time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001974,-2.5959,-0.7011,0.3649,2.714
0.008754,-2.7138,-0.5906,0.329,2.797
0.019243,-2.6162,-0.5951,0.3112,2.701
0.038007,-2.3841,-0.5987,0.2893,2.475
0.038971,-2.1673,-0.5027,0.2513,2.239
0.0495,-1.9648,-0.339,0.3403,2.023
0.059801,-1.7507,-0.1005,0.4863,1.82
0.068299,-1.4522,0.1116,0.6489,1.595
0.07775,-1.2433,0.2895,0.719,1.465
0.087047,-1.1865,0.3821,0.5952,1.381
0.099673,-1.1567,0.4472,0.4287,1.312
0.107449,-1.1475,0.5016,0.2311,1.273
0.116952,-1.1785,0.4907,-0.0145,1.277
0.126718,-1.2196,0.3897,-0.2989,1.315
0.136294,-1.2944,0.2923,-0.5124,1.422
0.154002,-1.3806,0.2178,-0.6802,1.554
0.158494,-1.4493,0.0858,-0.7047,1.614
0.165454,-1.4286,-0.0625,-0.6266,1.561
0.187614,-1.3714,-0.1392,-0.4986,1.466
0.188126,-1.208,-0.1993,-0.3526,1.274
0.194583,-0.9022,-0.1364,-0.1291,0.922
0.203923,-0.591,0.0163,0.0471,0.593
0.215545,-0.3852,0.2245,0.1209,0.462
0.223103,-0.1729,0.3374,0.0815,0.388
0.232579,0.0023,0.3627,-0.021,0.363
0.242927,0.0719,0.4733,-0.1264,0.495
0.25192,0.1254,0.5468,-0.2812,0.628
0.262224,0.2233,0.5335,-0.4254,0.718
0.272928,0.3058,0.5044,-0.4856,0.764
0.281655,0.282,0.4984,-0.4584,0.734
0.296552,0.084,0.5854,-0.3182,0.672
0.300741,-0.1881,0.7495,-0.1477,0.787
0.312844,-0.2523,0.9159,-0.1175,0.957
0.320389,-0.1457,1.1005,-0.2648,1.141
0.330374,0.0738,1.2412,-0.5452,1.358
0.34208,0.2984,1.3195,-0.8538,1.6
0.349555,0.473,1.3686,-1.0893,1.812
0.362646,0.5743,1.2832,-1.1255,1.801
0.368901,0.5171,1.0639,-0.8772,1.473
0.378972,0.3679,0.6938,-0.2766,0.833
0.388499,0.1722,0.2068,0.5411,0.604
0.402398,0.0822,-0.2177,1.2679,1.289
0.416915,-0.0337,-0.4681,1.7551,1.817
0.418112,-0.0916,-0.6219,1.9548,2.053
0.436573,0.0064,-0.633,1.9627,2.062
0.438129,0.1103,-0.5006,1.8591,1.929
0.448889,0.2334,-0.2575,1.7196,1.754
0.460688,0.5412,-0.0378,1.5709,1.662
0.467042,0.8331,0.166,1.483,1.709
0.476004,1.0804,0.2634,1.3321,1.735
0.485994,1.3041,0.2507,1.0792,1.711
0.5057,1.3768,0.2029,0.7917,1.601
0.506224,1.2773,0.1091,0.6091,1.419
0.515496,1.1502,-0.0821,0.5015,1.257
0.53124,1.101,-0.3072,0.4355,1.223
0.534367,0.8681,-0.4653,0.3898,1.059
0.545508,0.54,-0.5718,0.3602,0.865
0.554497,0.1827,-0.6567,0.2932,0.742
0.563157,-0.0038,-0.6764,0.1704,0.697
0.574949,-0.0271,-0.6089,0.0152,0.61
0.583717,0.0401,-0.4662,-0.1577,0.494
0.602841,0.126,-0.3351,-0.2871,0.459
0.603453,0.1479,-0.2486,-0.2664,0.393
0.615951,0.1665,-0.2395,-0.1403,0.324
0.621562,0.1757,-0.2513,0.036,0.309
0.631519,0.1785,-0.312,0.1564,0.392
0.643539,0.172,-0.3044,0.0984,0.363
0.650791,0.1731,-0.1927,-0.101,0.278
0.663392,0.1204,-0.0386,-0.4354,0.453
0.67032,0.153,0.0978,-0.875,0.894
0.680345,0.2697,0.1828,-1.2879,1.328
0.689467,0.3099,0.3274,-1.6384,1.699
0.699143,0.2757,0.4813,-1.9498,2.027
0.713467,0.2374,0.6602,-2.1369,2.249
0.718932,0.1786,0.7701,-2.2562,2.391
0.729588,0.1602,0.8888,-2.3303,2.499
0.739708,0.1492,0.9716,-2.3819,2.577
0.748597,0.1171,0.9988,-2.3572,2.563
0.759755,0.0316,0.9906,-2.1664,2.382
0.767815,-0.0655,0.9367,-1.8107,2.04
0.786675,-0.139,0.887,-1.3891,1.654
0.787086,-0.1183,0.8216,-0.9668,1.274
0.796251,-0.0356,0.88,-0.6428,1.09
0.807405,-0.035,0.9241,-0.4009,1.008
0.81573,0.0671,0.9189,-0.2069,0.944
0.825404,0.1663,0.9068,-0.0111,0.922
0.835718,0.1322,0.893,0.2487,0.936
0.845314,0.1676,0.7856,0.5741,0.987
0.857999,0.1959,0.6599,0.9288,1.156
0.864481,0.2474,0.487,1.222,1.339
0.87476,0.2885,0.3057,1.5311,1.588
0.883698,0.2772,0.0981,1.7815,1.806
0.895882,0.0282,-0.0876,2.0663,2.068
0.903279,-0.4317,-0.1089,2.3571,2.399
0.913051,-0.7643,-0.0532,2.4418,2.559
0.923332,-0.7025,0.0615,2.1205,2.235
0.932729,-0.2699,0.1254,1.4348,1.465
0.943448,0.2361,0.2212,0.692,0.764
0.953001,0.559,0.4457,0.0727,0.719
0.961803,0.6062,0.6243,-0.2201,0.898
0.971616,0.6453,0.6194,0.0078,0.895
0.980988,0.6385,0.271,0.8137,1.069
0.995398,0.3987,-0.2715,1.864,1.925
1.000292,-0.0559,-0.7091,2.6841,2.777
1.0124,-0.4199,-0.9483,3.0863,3.256
1.020168,-0.7314,-0.9169,3.0507,3.268
1.029459,-0.7286,-0.5559,2.4012,2.57
1.038254,-0.3533,-0.102,1.3582,1.407
1.049164,0.0314,0.2091,0.3059,0.372
1.061099,0.2455,0.5103,-0.5675,0.802
1.06919,0.399,0.7017,-1.1546,1.409
1.078646,0.4814,0.7032,-1.5461,1.765
1.087819,0.5212,0.5668,-1.7595,1.921
1.10182,0.505,0.3442,-1.6996,1.806
1.116011,0.4319,0.0996,-1.2854,1.36
1.116873,0.3859,-0.1864,-0.5734,0.716
1.127354,0.2837,-0.4763,0.2444,0.606
1.136818,0.1136,-0.6638,0.8722,1.102
1.146551,-0.0295,-0.8732,1.2475,1.523
1.156197,-0.0837,-0.9636,1.4211,1.719
1.165971,-0.117,-0.9097,1.3235,1.61
1.176788,-0.1172,-0.7163,0.9113,1.165
1.185855,-0.1126,-0.4131,0.2574,0.5
