time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002129,-1.3982,-0.182,0.0818,1.412
0.002568,-1.4466,0.0639,-0.1058,1.452
0.012396,-1.4415,0.1995,-0.3513,1.497
0.022028,-1.2762,0.2236,-0.6664,1.457
0.039532,-1.037,0.2741,-0.9205,1.413
0.041357,-0.783,0.3556,-1.0436,1.352
0.050885,-0.6008,0.3399,-0.9621,1.184
0.068287,-0.5697,0.2446,-0.5999,0.863
0.073399,-0.6767,0.176,-0.1148,0.709
0.079724,-0.7422,0.186,0.2758,0.813
0.092476,-0.732,0.3095,0.4473,0.912
0.100484,-0.7344,0.5306,0.3541,0.973
0.109214,-0.7208,0.7621,0.0484,1.05
0.118189,-0.7552,0.9434,-0.3232,1.251
0.127936,-0.609,1.0661,-0.6251,1.378
0.137507,-0.3897,1.1221,-0.7913,1.427
0.147911,-0.2739,1.0542,-0.7604,1.328
0.157947,-0.2983,0.918,-0.6739,1.177
0.1682,-0.3183,0.7837,-0.6702,1.079
0.178391,-0.2877,0.6364,-0.6844,0.978
0.187563,-0.2273,0.5383,-0.7334,0.938
0.196604,-0.1576,0.5092,-0.803,0.964
0.215895,-0.0556,0.5339,-0.9176,1.063
0.217213,0.09,0.5962,-1.0446,1.206
0.22928,0.2095,0.6037,-1.204,1.363
0.23549,0.2644,0.6255,-1.3535,1.514
0.246262,0.3653,0.6798,-1.3906,1.59
0.268301,0.4936,0.7369,-1.1991,1.492
0.269149,0.5251,0.7374,-0.9166,1.288
0.283329,0.4267,0.6447,-0.5615,0.956
0.284346,0.3653,0.5182,-0.1935,0.663
0.293489,0.3522,0.3682,0.1073,0.521
0.311622,0.3208,0.2586,0.3803,0.561
0.31256,0.2853,0.1854,0.5041,0.608
0.328359,0.2474,0.1593,0.4895,0.571
0.356462,0.2082,0.1514,0.4473,0.516
0.35707,0.1411,0.1568,0.4328,0.481
0.357293,0.0924,0.1137,0.3786,0.406
0.361415,0.0774,0.0207,0.3277,0.337
0.377375,0.0492,-0.0402,0.4011,0.406
0.394988,0.077,-0.0702,0.5602,0.57
0.395354,0.1429,-0.1136,0.7575,0.779
0.414201,0.1897,-0.1343,0.9476,0.976
0.415524,0.306,-0.1517,1.0641,1.118
0.428869,0.3383,-0.0942,1.1838,1.235
0.4295,0.2403,0.027,1.2847,1.307
0.457712,0.2375,0.1228,1.1722,1.202
0.458251,0.5117,0.0473,0.8404,0.985
0.462633,0.8352,-0.0907,0.4545,0.955
0.475431,0.9925,-0.2149,0.2256,1.04
0.478153,0.9214,-0.3608,0.198,1.009
0.490606,0.6879,-0.4938,0.4139,0.943
0.497966,0.4699,-0.6319,0.7685,1.1
0.507176,0.3418,-0.8268,1.2248,1.517
0.528396,0.2538,-1.0807,1.6859,2.019
0.529007,0.1188,-1.1999,2.1288,2.447
0.547326,-0.103,-1.116,2.447,2.691
0.54832,-0.312,-0.8246,2.5863,2.732
0.557081,-0.2136,-0.5005,2.3778,2.439
0.565732,0.0756,-0.3365,1.8646,1.896
0.57548,0.3541,-0.1998,1.2076,1.274
0.591738,0.5332,-0.074,0.5528,0.772
0.594817,0.5972,0.0569,0.0935,0.607
0.608168,0.4785,0.1188,-0.1566,0.517
0.613665,0.2381,0.0496,-0.2048,0.318
0.627637,-0.0061,-0.0878,-0.0906,0.126
0.64887,-0.0954,-0.2599,0.0538,0.282
0.649393,-0.1878,-0.3586,0.1935,0.449
0.656595,-0.36,-0.3868,0.3621,0.641
0.662482,-0.6078,-0.3355,0.4476,0.826
0.675064,-0.8371,-0.244,0.2611,0.91
0.682118,-1.0155,-0.1512,-0.1089,1.032
0.69286,-1.1874,-0.0429,-0.5307,1.301
0.706987,-1.4206,0.0377,-0.9038,1.684
0.711224,-1.6109,0.1275,-1.195,2.01
0.728077,-1.6202,0.2211,-1.426,2.17
0.729985,-1.5232,0.3712,-1.6207,2.255
0.750814,-1.368,0.528,-1.7145,2.256
0.751047,-1.282,0.6733,-1.6933,2.228
0.759985,-1.2782,0.7618,-1.5039,2.116
0.781635,-1.2638,0.8393,-1.2608,1.973
0.782306,-1.2669,0.8323,-1.0473,1.842
0.796188,-1.2466,0.8391,-0.9995,1.805
0.798518,-1.1668,0.8283,-1.0865,1.797
0.81467,-1.1607,0.8169,-1.1892,1.852
0.830683,-1.1824,0.7917,-1.2461,1.891
0.831317,-1.2854,0.7677,-1.2026,1.92
0.860053,-1.3743,0.7612,-1.1095,1.923
0.860584,-1.4618,0.7546,-0.802,1.83
0.861163,-1.5703,0.6893,-0.2701,1.736
0.880021,-1.6455,0.5114,0.3375,1.756
0.880581,-1.5889,0.2504,0.9132,1.85
0.8974,-1.5285,-0.0169,1.3767,2.057
0.898014,-1.4551,-0.1997,1.6703,2.224
0.914091,-1.4451,-0.2964,1.7977,2.325
0.915713,-1.4932,-0.3417,1.8551,2.406
0.928949,-1.4326,-0.346,1.8567,2.37
0.95653,-1.2749,-0.3732,1.7921,2.231
0.95721,-1.1136,-0.3751,1.7636,2.119
0.957513,-0.9637,-0.3907,1.744,2.03
0.964381,-1.0995,-0.3328,1.8347,2.165
0.982656,-1.378,-0.1701,2.0073,2.441
0.997064,-1.476,-0.126,1.9989,2.488
0.997506,-1.3349,-0.2283,1.76,2.221
1.014159,-1.0277,-0.3771,1.4292,1.8
1.015487,-0.7755,-0.4721,1.2643,1.557
1.029391,-0.7677,-0.519,1.4685,1.736
1.031909,-0.8696,-0.5688,1.9272,2.19
1.058422,-0.8468,-0.7392,2.4691,2.713
1.058809,-0.5776,-1.132,2.921,3.185
1.062299,-0.2765,-1.5613,3.2147,3.584
1.079018,-0.2244,-1.8486,3.4273,3.9
1.081292,-0.385,-1.9209,3.4467,3.965
1.097397,-0.5839,-1.8362,3.1345,3.679
1.1004,-0.7468,-1.688,2.5075,3.114
1.114485,-0.7359,-1.5539,1.6033,2.351
1.121232,-0.587,-1.3657,0.628,1.614
1.130006,-0.4744,-1.149,-0.1855,1.257
1.147797,-0.4403,-0.9711,-0.7506,1.304
1.14801,-0.376,-0.8371,-1.0422,1.389
1.160259,-0.3339,-0.7733,-1.0162,1.32
1.185042,-0.2232,-0.8047,-0.7069,1.094
1.185746,0.0069,-0.9021,-0.2838,0.946
1.201435,0.3869,-1.1256,0.1913,1.206
1.20193,0.7049,-1.4133,0.6433,1.705
1.217155,0.7475,-1.76,1.0347,2.174
1.217687,0.571,-2.056,1.2352,2.466
1.234493,0.3096,-2.3141,1.1712,2.612
1.261433,-0.0146,-2.4349,0.8884,2.592
1.262017,-0.2432,-2.454,0.4133,2.5
1.262404,-0.3369,-2.4678,-0.1681,2.496
1.266357,-0.4217,-2.4761,-0.6864,2.604
1.282088,-0.3986,-2.4096,-1.0822,2.671
1.300473,-0.4716,-2.2261,-1.3412,2.641
1.301166,-0.577,-1.9858,-1.4258,2.512
1.313383,-0.6553,-1.7882,-1.3565,2.338
1.313823,-0.5857,-1.6342,-1.3275,2.185
1.33056,-0.3679,-1.4346,-1.4693,2.086
1.334378,-0.2104,-1.2856,-1.669,2.117
1.36099,-0.0907,-1.168,-1.8736,2.21
1.361545,-0.0035,-1.0651,-2.0754,2.333
1.366312,0.0045,-0.9155,-2.1708,2.356
1.38043,-0.0465,-0.7727,-2.1146,2.252
1.38103,0.0005,-0.6458,-2.0913,2.189
1.399521,0.1477,-0.5367,-2.0559,2.13
1.414854,0.3406,-0.4596,-2.0065,2.086
1.416419,0.5228,-0.4119,-1.9095,2.022
1.431455,0.5845,-0.36,-1.6672,1.803
1.432143,0.5091,-0.3143,-1.2433,1.38
1.460331,0.3942,-0.2942,-0.7991,0.938
1.461028,0.2557,-0.2987,-0.4867,0.626
1.461392,0.162,-0.2455,-0.3356,0.446
1.482203,0.1731,-0.1679,-0.428,0.491
1.483443,0.251,-0.0906,-0.6843,0.734
1.49648,0.2112,-0.0031,-1.0025,1.025
1.498375,0.0815,0.0875,-1.1816,1.188
1.515641,-0.0897,0.1522,-1.1998,1.213
1.532084,-0.3364,0.209,-1.0018,1.077
1.532472,-0.6273,0.1425,-0.5635,0.855
1.549639,-1.0286,0.0051,0.0457,1.03
1.549927,-1.482,-0.0335,0.7513,1.662
1.563334,-1.8054,0.0582,1.2793,2.214
1.568116,-1.7788,0.0647,1.4108,2.271
1.580544,-1.4475,-0.0985,1.1472,1.85
1.597628,-0.9128,-0.2229,0.8186,1.246
1.598318,-0.6613,-0.2352,0.9676,1.195
1.615874,-0.7277,-0.2498,1.8219,1.978
1.617393,-1.0837,-0.4712,3.168,3.381
1.63171,-1.3889,-0.933,4.5229,4.822
1.634369,-1.6658,-1.464,5.6308,6.052
1.647197,-1.9952,-1.8195,6.2491,6.808
1.675499,-2.155,-1.9117,6.1336,6.776
1.676247,-2.0142,-1.764,5.302,5.94
1.676574,-1.8241,-1.5796,4.1675,4.816
1.683522,-1.4895,-1.4606,2.9378,3.603
1.697424,-1.0848,-1.2635,1.7866,2.442
1.717342,-0.7082,-1.016,1.0376,1.616
1.717749,-0.4341,-0.7807,0.7421,1.161
1.733557,-0.3564,-0.6397,0.9826,1.225
1.734069,-0.269,-0.6857,1.6434,1.801
1.750135,-0.0925,-0.8825,2.375,2.535
1.776614,0.0631,-1.2198,2.9206,3.166
1.777208,0.091,-1.6216,3.1637,3.556
1.77769,-0.0444,-1.9984,3.0638,3.658
1.782317,-0.3179,-2.2266,2.6627,3.485
1.79646,-0.6916,-2.2576,2.0456,3.124
1.799534,-1.0517,-2.25,1.3029,2.805
1.810735,-1.3364,-2.2499,0.5399,2.672
1.832202,-1.5428,-2.2514,-0.1538,2.734
1.833719,-1.7288,-2.2119,-0.6701,2.886
1.847134,-1.9342,-2.2144,-0.9315,3.084
1.847705,-2.0298,-2.2466,-0.9757,3.181
1.876995,-1.969,-2.3047,-0.9888,3.188
1.877834,-1.7786,-2.3095,-1.0239,3.09
1.878309,-1.6212,-2.2785,-1.0666,2.993
1.900478,-1.5846,-2.2051,-0.9993,2.893
1.902359,-1.6658,-2.1507,-0.8499,2.85
1.915732,-1.7883,-2.1253,-0.6058,2.843
1.916136,-1.8759,-2.2059,-0.3434,2.916
1.93217,-1.8822,-2.3807,-0.1833,3.04
1.951586,-1.8867,-2.548,-0.0359,3.171
1.952531,-1.9606,-2.7258,0.1739,3.362
1.978034,-2.0411,-2.8745,0.4131,3.55
1.978518,-2.0313,-3.0452,0.6346,3.715
1.978911,-1.9713,-3.1648,0.8584,3.826
1.98392,-1.8776,-3.1754,1.1655,3.869
1.996459,-1.8196,-3.1286,1.452,3.9
2.016501,-1.7574,-3.148,1.6443,3.963
2.018626,-1.6463,-3.1734,1.653,3.939
2.031227,-1.5255,-3.2461,1.4938,3.885
2.034135,-1.4655,-3.3251,1.3567,3.879
2.049223,-1.4222,-3.4008,1.3649,3.931
2.07641,-1.4121,-3.4691,1.4865,4.03
2.077105,-1.4542,-3.6038,1.7353,4.256
2.077493,-1.5264,-3.7695,2.0856,4.57
2.080382,-1.5806,-3.9537,2.3873,4.882
2.098061,-1.6713,-4.0291,2.5337,5.044
2.099994,-1.8356,-3.9511,2.6018,5.074
2.117057,-2.0398,-3.7603,2.6541,5.034
2.131877,-2.1147,-3.5397,2.6017,4.875
2.133668,-2.1557,-3.2834,2.5327,4.674
2.147924,-2.0006,-3.0015,2.348,4.304
2.155512,-1.7639,-2.7259,2.0491,3.839
2.170417,-1.4672,-2.4438,1.7898,3.366
2.170765,-1.1785,-2.1717,1.6931,2.995
2.176992,-0.9852,-1.9635,1.8543,2.875
2.194149,-0.8746,-1.8439,2.2309,3.024
2.196819,-0.7492,-1.8443,2.7503,3.395
2.210962,-0.6697,-1.9447,3.2713,3.864
2.216953,-0.6053,-2.2043,3.609,4.272
2.231703,-0.6037,-2.507,3.703,4.512
2.250301,-0.7213,-2.8303,3.5847,4.624
2.250914,-1.0175,-3.0496,3.4455,4.712
2.277827,-1.2702,-3.1719,3.295,4.747
2.2785,-1.2774,-3.1299,2.9558,4.49
2.278976,-1.1853,-3.045,2.3148,4.004
2.285543,-1.0639,-2.9317,1.5427,3.479
2.298151,-0.9433,-2.7374,0.8453,3.016
2.317749,-0.8035,-2.4708,0.3373,2.62
2.319744,-0.6585,-2.138,0.062,2.238
2.333238,-0.6034,-1.8502,0.1112,1.949
2.333925,-0.5703,-1.703,0.2736,1.817
2.350772,-0.4962,-1.7021,0.4048,1.819
2.377365,-0.3154,-1.7813,0.4057,1.854
2.378162,-0.2141,-1.7942,0.3755,1.846
2.378511,-0.2121,-1.7007,0.2878,1.738
2.387784,-0.2432,-1.4625,-0.0085,1.483
2.399262,-0.2045,-1.099,-0.4143,1.192
2.419244,-0.1049,-0.6085,-0.8108,1.019
2.420564,-0.0182,-0.1912,-1.0563,1.074
2.421976,-0.017,0.085,-1.1112,1.115
2.431418,-0.0734,0.1855,-0.9261,0.947
2.449288,-0.0893,0.1248,-0.664,0.682
2.449747,-0.0642,-0.0577,-0.369,0.379
2.478112,0.0102,-0.1549,-0.161,0.224
2.478611,0.1014,-0.212,-0.0719,0.246
2.48314,0.1144,-0.2472,-0.0691,0.281
2.499366,0.0384,-0.2634,-0.0361,0.269
2.500427,-0.0655,-0.2791,0.1285,0.314
2.5162,-0.1244,-0.3208,0.3434,0.486
2.518499,0.0383,-0.3507,0.4319,0.558
2.534313,0.3432,-0.4011,0.338,0.627
2.548195,0.5654,-0.434,0.1551,0.729
2.54857,0.5685,-0.4318,0.0683,0.717
2.576799,0.4018,-0.3889,-0.0088,0.559
2.5774,0.3113,-0.3313,-0.1806,0.489
2.577631,0.3597,-0.2779,-0.4196,0.619
2.5857,0.3944,-0.2326,-0.5524,0.718
2.599146,0.3926,-0.278,-0.4834,0.682
2.616747,0.3647,-0.4046,-0.2704,0.608
2.617201,0.3431,-0.5498,0.0008,0.648
2.634511,0.2205,-0.6741,0.3362,0.785
2.635915,0.0595,-0.674,0.6499,0.938
2.649098,0.0774,-0.5296,0.8499,1.004
2.678414,0.3571,-0.3498,0.8229,0.963
2.678863,0.7775,-0.214,0.4732,0.935
2.679113,1.204,-0.1658,-0.0825,1.218
2.683576,1.4485,-0.1147,-0.524,1.545
2.700618,1.5239,-0.0091,-0.8093,1.726
2.70264,1.3122,0.1325,-0.7023,1.494
2.717748,0.8788,0.23,-0.196,0.929
2.7318,0.4993,0.204,0.5272,0.754
2.732963,0.4417,0.1137,1.1793,1.264
2.752207,0.6475,0.0362,1.6521,1.775
2.752912,1.0114,0.0282,1.9297,2.179
2.77775,1.3727,0.1344,2.0445,2.466
2.778408,1.6227,0.3764,2.0548,2.645
2.783278,1.7947,0.6056,2.0157,2.766
2.80168,1.8512,0.8216,1.9034,2.779
2.802436,1.8842,1.0199,1.6626,2.712
2.819477,1.9689,1.2539,1.2593,2.652
2.820056,2.0534,1.5217,0.6805,2.645
2.832996,1.9968,1.7099,-0.0034,2.629
2.851674,1.8915,1.7742,-0.756,2.701
2.852308,1.675,1.687,-1.3616,2.74
2.877083,1.3609,1.4979,-1.7042,2.646
2.877597,1.0244,1.2138,-1.8016,2.402
2.877914,0.7282,0.9046,-1.6778,2.04
2.900912,0.4961,0.6144,-1.4038,1.611
2.901293,0.3646,0.3505,-0.9739,1.097
2.917361,0.2115,0.103,-0.3935,0.458
2.918541,0.1887,-0.0213,0.121,0.225
2.934249,0.3149,0,0.4419,0.543
2.936373,0.4286,0.0877,0.5455,0.699
2.949452,0.4466,0.1715,0.5187,0.706
2.978462,0.3647,0.2721,0.355,0.577
2.978848,0.2578,0.4022,-0.0269,0.478
2.979111,0.1165,0.5184,-0.4921,0.724
2.98369,-0.0569,0.5722,-0.9669,1.125
2.999302,-0.2426,0.6124,-1.3477,1.5
3.019293,-0.3457,0.7094,-1.6733,1.85
3.020979,-0.4461,0.7689,-1.9328,2.127
3.034723,-0.5094,0.7573,-2.1463,2.332
3.03617,-0.5131,0.7549,-2.3249,2.498
3.051331,-0.4899,0.7684,-2.3666,2.536
3.052034,-0.4333,0.8351,-2.3054,2.49
3.078784,-0.3604,0.9095,-2.1202,2.335
3.079246,-0.3009,0.9509,-1.8901,2.137
3.083889,-0.3217,0.9346,-1.5861,1.869
3.096464,-0.3295,0.9984,-1.2583,1.64
3.101709,-0.3001,1.0565,-0.9322,1.441
3.118361,-0.1939,1.0399,-0.5637,1.199
3.137188,-0.0229,0.9628,-0.2257,0.989
3.138651,0.1073,0.8577,0.0416,0.865
3.139792,0.2394,0.7978,0.1644,0.849
3.151535,0.3227,0.8086,0.2053,0.894
3.182435,0.3778,0.8386,0.1946,0.94
3.182876,0.4407,0.8584,0.2177,0.989
3.183137,0.4237,0.8202,0.2755,0.963
3.19156,0.4426,0.7306,0.2974,0.904
3.198596,0.3335,0.6056,0.3561,0.778
3.212628,0.1083,0.3722,0.4898,0.625
3.217029,-0.0894,0.1326,0.5986,0.62
