time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002902,-1.3957,1.3568,-0.7398,2.082
0.004845,-1.6907,1.3111,-1.446,2.582
0.015111,-1.8196,1.2722,-1.7779,2.844
0.027355,-1.8726,1.2605,-1.6596,2.802
0.034302,-1.7306,1.2844,-1.3566,2.547
0.043342,-1.4671,1.3115,-1.0356,2.224
0.053675,-1.1185,1.3814,-0.6836,1.904
0.063907,-0.8704,1.5258,-0.5398,1.838
0.074036,-0.643,1.5314,-0.63,1.776
0.083601,-0.4601,1.4563,-0.7563,1.704
0.098278,-0.4273,1.299,-0.7558,1.562
0.103189,-0.5606,1.1469,-0.7055,1.459
0.123896,-0.6214,0.9738,-0.8134,1.413
0.124578,-0.4257,0.8768,-1.1809,1.531
0.131924,-0.2294,0.8884,-1.5713,1.82
0.141011,-0.0612,0.9107,-1.5721,1.818
0.150942,0.0605,0.8506,-1.1686,1.447
0.160564,0.26,0.668,-0.6073,0.94
0.170676,0.5599,0.4645,-0.146,0.742
0.190382,0.8603,0.3356,0.2695,0.962
0.191686,1.1237,0.1906,0.6308,1.303
0.204873,1.1918,0.0364,0.8855,1.485
0.226155,0.9313,-0.0264,1.1817,1.505
0.228213,0.3292,0.0319,1.4723,1.509
0.229483,-0.3476,0.1269,1.4379,1.485
0.242425,-0.8163,0.1944,0.9505,1.268
0.261126,-0.8856,0.326,0.2475,0.976
0.261511,-0.6247,0.659,-0.3088,0.959
0.267522,-0.4079,1.0116,-0.5623,1.227
0.278658,-0.1593,1.2726,-0.6307,1.429
0.287116,0.1507,1.4413,-0.6041,1.57
0.297276,0.5213,1.6262,-0.4806,1.774
0.306474,0.8328,1.825,-0.3641,2.039
0.316484,1.0521,2.0216,-0.1521,2.284
0.33267,1.2356,2.1188,0.1304,2.456
0.33553,1.1939,2.1512,0.4812,2.507
0.3484,0.9875,2.1223,0.7029,2.444
0.355445,0.7195,2.022,0.5894,2.226
0.364821,0.477,1.8777,0.1698,1.945
0.374425,0.2501,1.7337,-0.3782,1.792
0.383852,-0.0859,1.5909,-0.8607,1.811
0.398853,-0.3203,1.4219,-1.2412,1.914
0.404335,-0.3883,1.1847,-1.4881,1.941
0.413275,-0.3615,0.9829,-1.5183,1.844
0.423855,-0.3107,0.8204,-1.3829,1.638
0.437622,-0.3081,0.7956,-1.2296,1.497
0.452709,-0.2867,0.7845,-1.1046,1.385
0.45319,-0.2098,0.7707,-1.1057,1.364
0.461582,-0.1323,0.8079,-1.2058,1.457
0.471738,-0.0052,0.8614,-1.3574,1.608
0.481437,0.016,0.9652,-1.4476,1.74
0.491052,0.029,1.0406,-1.3769,1.726
0.500655,0.0607,1.0031,-1.2691,1.619
0.524964,0.0696,0.9356,-1.1896,1.515
0.526484,-0.082,0.9457,-1.0515,1.417
0.542129,-0.2443,0.9955,-0.9751,1.415
0.542654,-0.2752,1.0649,-1.0505,1.521
0.548803,-0.3443,1.2899,-1.1493,1.762
0.558575,-0.2778,1.65,-1.3045,2.122
0.568551,-0.16,2.0586,-1.5012,2.553
0.579265,-0.0273,2.5148,-1.6528,3.009
0.588164,0.153,2.8921,-1.6756,3.346
0.598062,0.3784,3.1847,-1.5184,3.548
0.608459,0.5546,3.2616,-1.1311,3.496
0.625589,0.7489,3.1556,-0.4521,3.275
0.634237,0.7827,2.9444,0.3569,3.068
0.636598,0.5849,2.7273,1.1018,2.999
0.651796,0.1603,2.5563,1.6092,3.025
0.656351,-0.0454,2.3354,1.6767,2.875
0.665822,0.0902,2.0226,1.4008,2.462
0.675615,0.1515,1.7172,0.92,1.954
0.685011,0.0781,1.5217,0.6696,1.664
0.699902,-0.0282,1.3137,0.6463,1.464
0.704357,-0.1227,0.9959,0.8998,1.348
0.713818,-0.1679,0.5876,1.3611,1.492
0.723228,-0.1111,0.1811,1.9223,1.934
0.738589,0.0104,-0.2862,2.4999,2.516
0.756879,0.091,-0.7441,3.0009,3.093
0.757449,0.0797,-1.1287,3.267,3.457
0.763374,-0.1284,-1.3882,3.3881,3.664
0.772199,-0.4059,-1.6096,3.3214,3.713
0.781992,-0.7145,-1.7058,2.8972,3.437
0.792607,-0.9973,-1.6457,2.2536,2.963
0.80826,-1.19,-1.4559,1.4134,2.352
0.825583,-1.1465,-1.1778,0.5891,1.746
0.826128,-0.992,-0.7722,-0.0288,1.257
0.834656,-0.9661,-0.3308,-0.374,1.088
0.840267,-0.8847,-0.0812,-0.5272,1.033
0.850542,-0.5701,-0.0453,-0.6711,0.882
0.860118,-0.2899,-0.0665,-0.71,0.77
0.870786,0.0219,-0.0822,-0.7282,0.733
0.878749,0.4937,-0.1037,-0.6276,0.805
0.888441,0.9429,-0.0169,-0.3322,1
0.898371,1.4387,0.1032,0.1298,1.448
0.90913,1.872,0.1841,0.6704,1.997
0.918247,2.0724,0.2521,1.267,2.442
0.930434,1.9465,0.2406,1.6092,2.537
0.937981,1.5314,0.0138,1.5069,2.149
0.951591,0.9086,-0.3213,0.9773,1.373
0.957005,0.3453,-0.5478,0.3752,0.748
0.967499,-0.0661,-0.6778,-0.3014,0.745
0.980753,-0.3174,-0.815,-1.0938,1.401
0.986564,-0.49,-0.907,-1.7766,2.054
0.997018,-0.5981,-0.9843,-2.3018,2.574
1.005976,-0.5768,-1.1038,-2.643,2.922
1.016691,-0.5847,-1.1749,-2.7305,3.03
1.025391,-0.6299,-1.1761,-2.7178,3.028
1.039468,-0.6742,-1.1613,-2.618,2.942
1.055368,-0.6057,-1.145,-2.484,2.802
1.055698,-0.5613,-1.0908,-2.4154,2.709
1.06359,-0.5357,-1.0296,-2.2791,2.558
1.073386,-0.5221,-0.9342,-2.1374,2.39
1.083872,-0.5615,-0.8579,-2.0027,2.25
1.094198,-0.5905,-0.8093,-1.9208,2.166
1.102932,-0.5889,-0.7547,-1.8638,2.095
1.116046,-0.5776,-0.6698,-1.7728,1.981
1.121851,-0.4559,-0.5452,-1.7758,1.913
1.134279,-0.2235,-0.4024,-1.931,1.985
1.141421,-0.021,-0.247,-2.0391,2.054
1.151206,0.1116,-0.081,-2.0151,2.02
1.163811,0.1695,0.0583,-1.8384,1.847
1.170971,0.1849,0.1546,-1.5978,1.616
1.184685,0.0983,0.2006,-1.3845,1.402
1.190687,0.0381,0.2366,-1.3134,1.335
1.200158,0.0329,0.2711,-1.416,1.442
1.210488,0.0779,0.2829,-1.3559,1.387
1.218782,0.1677,0.2733,-1.1598,1.203
1.23983,0.2586,0.1561,-0.7991,0.854
1.240526,0.3162,-0.0178,-0.1277,0.341
1.250211,0.3543,-0.2654,0.7076,0.835
1.257637,0.211,-0.538,1.7376,1.831
1.2677,-0.3411,-0.6742,2.8426,2.941
1.280862,-0.9961,-0.5488,3.6497,3.823
1.287464,-0.7694,-0.4542,3.8244,3.927
1.299458,0.009,-0.4805,3.2131,3.249
1.307222,0.2782,-0.2322,2.2117,2.241
1.316608,0.4583,0.0969,1.3954,1.472
1.325349,1.0568,0.0229,0.8778,1.374
1.335556,1.3101,-0.3242,0.9177,1.632
1.34605,0.8308,-0.713,1.7554,2.069
1.356208,-0.3004,-1.1837,2.9923,3.232
1.364852,-1.2273,-1.7009,3.9419,4.465
1.37552,-1.8527,-2.0457,4.3665,5.166
1.384881,-2.1254,-2.1296,4.1395,5.117
