time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001306,-0.8821,0.0464,1.0775,1.393
0.011794,-0.8628,0.3697,1.2045,1.527
0.020661,-1.0583,-0.3181,1.1817,1.618
0.030961,-1.2337,0.131,1.1298,1.678
0.040089,-1.3403,-0.3329,0.8537,1.624
0.049869,-1.3653,0.2211,0.5261,1.48
0.059672,-1.1331,0.0341,0.1945,1.15
0.069445,-1.0537,0.7018,0.0104,1.266
0.084055,-0.7124,0.4505,-0.1412,0.855
0.08897,-0.6889,0.7649,-0.2211,1.053
0.098414,-0.4396,0.9335,-0.1378,1.041
0.108578,-0.2958,0.8007,0.0164,0.854
0.119284,-0.0827,0.6795,0.224,0.72
0.130474,-0.1177,0.6952,0.477,0.851
0.137495,-0.4381,0.024,0.776,0.891
0.150497,-0.3464,0.0713,1.1724,1.225
0.157107,-0.6618,-0.5116,1.5622,1.772
0.166596,-0.995,-0.6388,1.8215,2.172
0.176261,-1.1917,-0.7315,1.8699,2.335
0.185182,-1.4717,-0.7854,1.7335,2.406
0.196325,-1.6155,-0.7193,1.4128,2.263
0.20553,-1.5882,-0.4815,0.8341,1.857
0.215251,-1.4762,-0.0979,0.1492,1.487
0.225132,-1.4366,0.229,-0.3489,1.496
0.236399,-1.149,0.5888,-0.6987,1.468
0.258214,-0.8664,0.9912,-1.0358,1.675
0.258844,-0.5826,0.9417,-1.2305,1.655
0.265605,-0.1416,1.1777,-1.2561,1.728
0.2733,0.056,1.0984,-1.0504,1.521
0.285564,0.0778,1.0732,-0.7375,1.305
0.293529,0.1155,1.0195,-0.3601,1.087
0.302917,-0.0136,0.805,-0.0708,0.808
0.31619,-0.2849,0.5975,0.0676,0.665
0.323241,-0.4959,0.4387,0.028,0.663
0.331463,-0.656,0.3309,-0.1683,0.754
0.341993,-0.7164,0.2968,-0.5181,0.933
0.352877,-0.7683,0.3117,-0.9504,1.261
0.365067,-0.82,0.309,-1.3819,1.636
0.370815,-0.7802,0.2509,-1.6525,1.845
0.382651,-0.7679,0.2149,-1.7895,1.959
0.39131,-0.7382,0.1482,-1.775,1.928
0.410412,-0.7373,0.0784,-1.5567,1.724
0.410929,-0.7114,0.0634,-1.3363,1.515
0.420364,-0.6717,0.1129,-1.1653,1.35
0.434703,-0.6673,0.1795,-1.1079,1.306
0.443405,-0.5972,0.2155,-1.1234,1.29
0.45303,-0.4762,0.275,-1.1997,1.32
0.459261,-0.428,0.387,-1.2922,1.415
0.469768,-0.3883,0.5015,-1.4646,1.596
0.478268,-0.3124,0.5784,-1.6928,1.816
0.488434,-0.2639,0.6277,-1.7983,1.923
0.510718,-0.2794,0.7031,-1.7506,1.907
0.511363,-0.3261,0.7953,-1.6217,1.835
0.517554,-0.3364,0.8855,-1.4599,1.74
0.525655,-0.3043,0.9272,-1.346,1.663
0.536226,-0.2519,0.9247,-1.3401,1.648
0.545639,-0.2646,0.9281,-1.2526,1.581
0.555752,-0.3021,0.9633,-1.0545,1.46
0.564724,-0.2131,0.9178,-0.8913,1.297
0.576016,-0.0401,0.8601,-0.7847,1.165
0.584592,0.0529,0.8256,-0.7157,1.094
0.595054,0.114,0.8075,-0.6496,1.043
0.604669,0.208,0.7591,-0.5849,0.981
0.619675,0.2234,0.682,-0.4677,0.857
0.62418,0.0277,0.6351,-0.2033,0.667
0.636915,-0.418,0.6002,0.1133,0.74
0.642829,-0.7698,0.6094,0.3933,1.058
0.652384,-0.7024,0.5503,0.4907,1.018
0.66297,-0.3298,0.4136,0.3699,0.645
0.675589,-0.0224,0.3003,0.3157,0.436
0.686634,0.1396,0.2049,0.4706,0.532
0.691034,0.2367,0.0937,0.9043,0.939
0.701964,0.253,-0.0368,1.4496,1.472
0.71034,0.0524,-0.1062,1.9144,1.918
0.721068,-0.3366,-0.1732,2.3168,2.348
0.731885,-0.6663,-0.2422,2.4123,2.514
0.739956,-0.8902,-0.2068,2.1578,2.343
0.750539,-0.8626,-0.1389,1.6651,1.88
0.7591,-0.6193,0.0701,1.0556,1.226
0.769849,-0.4289,0.308,0.626,0.819
0.77889,-0.218,0.4391,0.4491,0.665
0.78903,-0.1118,0.5101,0.4405,0.683
0.798799,-0.1837,0.5798,0.5684,0.832
0.808915,-0.4251,0.6663,0.7435,1.085
0.818662,-0.6786,0.7238,0.7706,1.256
0.827278,-0.7902,0.7837,0.4879,1.215
0.837666,-0.6808,0.7844,-0.0328,1.039
0.854497,-0.3484,0.7985,-0.6745,1.102
0.857674,0.0398,0.8437,-1.2999,1.55
0.873099,0.5328,0.8491,-1.6612,1.94
0.876057,0.9851,0.7651,-1.6399,2.06
0.886671,1.2557,0.6803,-1.1134,1.811
0.89613,1.1797,0.4515,-0.1797,1.276
0.905321,0.8549,0.1107,0.842,1.205
0.916876,0.4048,-0.3162,1.5004,1.586
0.925338,-0.0473,-0.623,1.7647,1.872
0.934439,-0.5816,-0.7628,1.6681,1.924
0.944983,-0.9347,-0.8397,1.1362,1.694
0.959856,-1.0511,-0.8607,0.3103,1.394
0.972933,-1.0206,-0.6898,-0.4941,1.327
0.973379,-0.9348,-0.4261,-1.0961,1.502
0.982882,-0.8269,-0.1963,-1.4669,1.695
0.992932,-0.7125,-0.0209,-1.6473,1.795
1.00317,-0.5956,0.1541,-1.6575,1.768
1.012235,-0.453,0.2845,-1.6019,1.689
1.022636,-0.2977,0.3974,-1.5594,1.637
1.034178,-0.2065,0.528,-1.4715,1.577
1.043152,-0.1396,0.6129,-1.3875,1.523
1.059532,-0.0855,0.6352,-1.3401,1.485
1.060953,-0.0686,0.6183,-1.4128,1.544
1.072589,-0.1174,0.6111,-1.4877,1.613
1.079865,-0.2137,0.6542,-1.5122,1.661
1.090138,-0.3557,0.6816,-1.5405,1.722
1.101037,-0.4613,0.6967,-1.6489,1.849
1.109657,-0.56,0.6587,-1.8061,2.002
1.119594,-0.7224,0.6843,-1.9235,2.166
1.134079,-0.8711,0.695,-1.9031,2.205
1.13883,-1.0358,0.65,-1.7034,2.097
1.16229,-1.1202,0.5983,-1.4192,1.904
1.163004,-1.1414,0.5357,-1.1479,1.705
1.177488,-1.1297,0.521,-0.8121,1.486
1.17799,-1.0924,0.5153,-0.4171,1.278
1.187054,-0.9871,0.5247,0.0077,1.118
1.196758,-0.8474,0.4869,0.398,1.055
1.206258,-0.6866,0.458,0.743,1.111
1.217282,-0.5071,0.3718,1.0598,1.232
1.226259,-0.4195,0.2731,1.3214,1.413
1.237537,-0.4842,0.1574,1.6979,1.773
1.24539,-0.7347,0.0163,2.0946,2.22
1.260899,-1.2203,-0.0089,2.3402,2.639
1.275466,-1.4298,0.0158,2.2225,2.643
1.275931,-1.1817,-0.03,1.7218,2.089
1.283877,-0.8945,-0.0219,1.014,1.352
1.29486,-0.8018,0.0717,0.4991,0.947
1.302971,-0.6791,0.1252,0.4724,0.837
1.321094,-0.5492,0.069,0.8207,0.99
1.322618,-0.552,0.0229,1.2968,1.41
1.335086,-0.4455,-0.1161,1.78,1.839
1.342306,-0.25,-0.3983,2.1833,2.233
1.356879,-0.2119,-0.705,2.4746,2.582
1.361483,-0.325,-1.0629,2.6027,2.83
1.373873,-0.6299,-1.4156,2.6009,3.027
1.382399,-0.995,-1.5788,2.3785,3.023
1.391192,-1.3125,-1.6259,1.9333,2.847
1.400828,-1.4073,-1.5476,1.2716,2.448
1.410344,-1.3036,-1.3389,0.6315,1.973
1.420262,-1.2156,-1.0069,0.1998,1.591
1.430066,-1.1815,-0.7078,-0.1152,1.382
1.439309,-1.2291,-0.5004,-0.3224,1.366
1.460023,-1.1507,-0.3807,-0.4298,1.286
1.460525,-0.9551,-0.414,-0.4585,1.137
1.47542,-0.616,-0.5412,-0.4811,0.951
1.478633,-0.228,-0.6393,-0.4394,0.809
1.488962,0.0997,-0.7086,-0.32,0.784
1.498149,0.3804,-0.7581,-0.1024,0.854
1.5075,0.5612,-0.81,0.1278,0.994
1.518084,0.6437,-0.9005,0.3222,1.153
1.526876,0.688,-1.0294,0.4184,1.307
1.542466,0.5725,-1.1397,0.5559,1.391
1.545468,0.3631,-1.2087,0.7518,1.469
1.555064,0.1673,-1.2741,0.8825,1.559
1.568448,-0.1069,-1.3227,0.8041,1.552
1.574638,-0.4121,-1.3866,0.608,1.569
1.584707,-0.67,-1.4674,0.4047,1.663
1.594387,-0.7179,-1.5095,0.1645,1.68
1.604841,-0.6161,-1.409,-0.0831,1.54
1.614352,-0.4072,-1.2595,-0.3248,1.363
1.624906,-0.1593,-1.056,-0.4859,1.173
1.635136,-0.0066,-0.834,-0.603,1.029
1.643994,0.1296,-0.7376,-0.5181,0.911
1.662992,0.1483,-0.778,-0.1411,0.805
1.663595,0.0703,-0.8938,0.3301,0.955
1.68282,-0.025,-1.026,0.5552,1.167
1.683183,-0.1068,-1.1041,0.4668,1.203
1.691698,-0.1353,-1.0888,0.0455,1.098
1.712507,-0.1067,-1.0192,-0.5053,1.143
1.712838,-0.0114,-0.9391,-0.9955,1.369
1.730083,0.1003,-0.7809,-1.3628,1.574
1.731467,0.2629,-0.6046,-1.5756,1.708
1.747979,0.4739,-0.4998,-1.6392,1.778
1.76286,0.5868,-0.4301,-1.5492,1.712
1.763435,0.6315,-0.4089,-1.4103,1.598
1.782218,0.694,-0.4058,-1.2426,1.48
1.782523,0.8404,-0.4384,-1.0013,1.379
1.798065,0.9422,-0.4825,-0.7158,1.278
1.809016,0.9992,-0.5622,-0.4553,1.234
1.809559,0.945,-0.6991,-0.2921,1.211
1.82653,0.7505,-0.8157,-0.2021,1.127
1.827457,0.4219,-0.9152,-0.1538,1.019
1.842639,0.1394,-0.9984,-0.1797,1.024
1.847047,-0.1382,-0.9723,-0.2744,1.02
1.858027,-0.4217,-0.8161,-0.2783,0.96
1.887657,-0.5944,-0.6208,-0.228,0.889
1.888051,-0.5603,-0.4942,-0.1905,0.771
1.888234,-0.4178,-0.4038,-0.2106,0.618
1.895272,-0.3654,-0.293,-0.1047,0.48
1.907982,-0.3538,-0.1748,0.2355,0.46
1.91525,-0.3461,-0.1938,0.7147,0.817
1.925501,-0.3904,-0.3308,1.2612,1.361
1.94225,-0.5684,-0.5002,1.7841,1.938
1.943849,-0.7642,-0.6065,2.0432,2.264
1.958225,-0.9211,-0.5927,1.9939,2.275
1.963312,-0.9313,-0.4604,1.6887,1.983
1.995603,-0.7683,-0.2998,1.2079,1.463
1.996108,-0.5174,-0.1489,0.7408,0.916
1.996341,-0.1752,-0.0594,0.3845,0.427
