time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0,0.55,-0.23,-0.64,0.88
0.01,0.57,-0.1,-0.93,1.09
0.02,0.47,0.05,-1.32,1.4
0.03,0.37,0.18,-1.52,1.57
0.04,0.35,0.3,-1.47,1.54
0.05,0.43,0.38,-1.18,1.31
0.06,0.5,0.42,-0.85,1.07
0.07,0.51,0.41,-0.59,0.88
0.08,0.47,0.38,-0.49,0.78
0.09,0.48,0.33,-0.52,0.78
0.1,0.51,0.37,-0.61,0.88
0.11,0.49,0.43,-0.76,1
0.12,0.46,0.5,-0.84,1.08
0.13,0.38,0.51,-0.81,1.03
0.14,0.28,0.51,-0.76,0.96
0.15,0.27,0.56,-0.61,0.88
0.16,0.27,0.73,-0.38,0.87
0.17,0.31,0.97,-0.08,1.02
0.18,0.31,1.18,0.31,1.25
0.19,0.08,1.25,0.63,1.4
0.2,-0.3,1.15,1.04,1.58
0.21,-0.66,0.9,1.58,1.94
0.22,-0.85,0.61,2.14,2.38
0.23,-0.88,0.32,2.69,2.84
0.24,-0.75,0.12,3.11,3.2
0.25,-0.58,-0.08,3.32,3.37
0.26,-0.41,-0.33,3.27,3.31
0.27,-0.26,-0.57,2.96,3.02
0.28,-0.18,-0.73,2.55,2.66
0.29,-0.19,-0.84,2.05,2.22
0.3,-0.3,-0.84,1.54,1.78
0.31,-0.58,-0.78,0.9,1.32
0.32,-0.92,-0.73,0.32,1.22
0.331,-1.28,-0.68,-0.14,1.46
0.34,-1.63,-0.71,-0.62,1.88
0.35,-1.9,-0.77,-0.98,2.28
0.36,-1.92,-0.78,-1.18,2.39
0.37,-1.81,-0.68,-1.26,2.31
0.38,-1.65,-0.58,-1.31,2.19
0.39,-1.56,-0.54,-1.38,2.15
0.4,-1.52,-0.6,-1.35,2.11
0.41,-1.53,-0.66,-1.3,2.12
0.42,-1.51,-0.71,-1.2,2.05
0.431,-1.54,-0.73,-0.9,1.93
0.441,-1.59,-0.77,-0.55,1.85
0.451,-1.66,-0.84,-0.2,1.87
0.46,-1.73,-0.86,0.13,1.93
0.47,-1.75,-0.85,0.34,1.97
0.48,-1.73,-0.8,0.37,1.94
0.491,-1.74,-0.69,0.3,1.89
0.501,-1.71,-0.56,0.11,1.81
0.511,-1.65,-0.45,-0.09,1.71
0.521,-1.61,-0.3,-0.35,1.68
0.531,-1.51,-0.11,-0.53,1.6
0.542,-1.31,0.07,-0.62,1.45
0.551,-1.09,0.18,-0.68,1.29
0.561,-0.92,0.28,-0.74,1.21
0.571,-0.84,0.42,-0.83,1.25
0.581,-0.78,0.59,-0.81,1.27
0.591,-0.76,0.77,-0.76,1.32
0.601,-0.82,0.9,-0.74,1.42
0.611,-0.94,0.99,-0.78,1.57
0.621,-0.95,1.09,-0.93,1.71
0.631,-0.97,1.2,-1.11,1.9
0.641,-0.98,1.31,-1.34,2.11
0.651,-0.89,1.4,-1.45,2.2
0.661,-0.72,1.44,-1.5,2.2
0.671,-0.48,1.47,-1.55,2.18
0.681,-0.12,1.5,-1.54,2.15
0.691,0.11,1.47,-1.47,2.09
0.701,0.05,1.44,-1.3,1.94
0.711,-0.16,1.49,-0.93,1.76
0.721,-0.55,1.49,-0.6,1.69
