time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0,-0.62,0.26,-2.11,2.21
0.01,-0.34,0.63,-2.34,2.45
0.02,-0.37,0.98,-2.39,2.61
0.03,-0.34,1.17,-2.56,2.84
0.04,-1.02,1.14,-2.12,2.61
0.05,-0.53,2.14,-1.47,2.65
0.06,-0.12,2.75,-1.39,3.08
0.07,-0.09,2.37,-1.81,2.99
0.08,-0.51,1.63,-2.25,2.83
0.09,-0.82,1.34,-2.1,2.63
0.1,-0.91,1.46,-1.59,2.34
0.11,-0.98,1.47,-1.15,2.1
0.12,-1.33,1.35,-0.76,2.04
0.13,-1.51,1.14,-0.53,1.97
0.14,-1.19,1.06,-0.12,1.6
0.15,-1.46,0.66,0.1,1.61
0.16,-2,0.01,-0.25,2.02
0.17,-1.57,-0.2,-0.22,1.6
0.18,-0.14,0.65,1.11,1.29
0.19,0.68,2.55,0.83,2.77
0.2,1.67,3.58,0.14,3.95
0.21,1.95,3.31,-0.7,3.9
0.22,1.54,2.52,-1.16,3.18
0.23,1.08,1.53,-1.08,2.16
0.24,0.64,0.64,-0.4,0.99
0.253,0.65,-0.29,0.61,0.94
0.26,0.78,-1.08,1.53,2.03
0.27,0.79,-1.51,2.1,2.7
0.28,1.03,-1.39,2.72,3.23
0.29,1.04,-1.09,3.2,3.54
0.3,0.68,-0.98,3.04,3.27
0.31,0.07,-0.9,2.77,2.91
0.32,-0.7,-0.71,2.63,2.81
0.33,-1.23,-0.57,2.54,2.88
0.34,-1.31,-0.67,2.51,2.91
0.35,-1.22,-0.95,2.19,2.68
0.36,-0.89,-1.17,1.86,2.37
0.37,-0.21,-1.21,1.54,1.96
0.38,0.11,-1.24,1.3,1.8
0.39,-0.15,-1.37,1.21,1.83
0.4,-0.04,-1.24,0.93,1.55
0.41,0.48,-1.1,0.32,1.24
0.42,0.56,-1.11,-0.48,1.33
0.43,0.67,-1.19,-1.04,1.71
0.44,0.87,-0.95,-1.67,2.11
0.451,1.07,-0.69,-2.33,2.66
0.461,1.48,-0.47,-2.58,3.01
0.47,1.74,-0.28,-2.54,3.09
0.48,1.59,-0.46,-2.5,3
0.49,1.47,-0.67,-2.37,2.87
0.501,1.33,-0.59,-2.05,2.52
0.51,1.47,-2.38,0.82,2.92
0.521,2.61,-2.45,0.91,3.69
0.53,-1.28,0.19,-2.57,2.88
0.541,-5.67,1.2,0.76,5.84
0.551,-5.64,0.78,2.14,6.08
0.561,-4.68,0.85,1.99,5.16
0.57,-3.69,1.14,0.75,3.94
0.581,-2.06,1.76,-0.69,2.8
0.591,-0.44,1.99,-1.87,2.77
0.601,0.72,1.59,-2.27,2.87
0.611,1.32,0.94,-2.13,2.67
0.621,1.57,0.47,-1.93,2.53
0.631,1.52,0.31,-1.29,2.02
0.641,0.98,0.5,-0.32,1.14
0.651,0.3,0.81,0.79,1.17
0.665,-0.44,1.15,2.12,2.45
0.678,-1.04,1.34,3.12,3.56
0.681,-1.28,1.28,3.1,3.59
0.694,-1.17,1.02,1.82,2.39
0.702,-0.78,0.97,0.57,1.37
0.712,-0.32,1.02,-0.22,1.09
0.721,0.11,1.01,-0.59,1.18
0.731,0.29,0.91,-0.64,1.15
0.741,0.31,0.7,-0.54,0.94
0.751,0.35,0.5,-0.55,0.82
0.761,0.31,0.34,-0.92,1.03
0.771,0.31,0.26,-1.23,1.3
0.781,0.32,0.15,-1.15,1.21
0.791,0.28,0,-0.77,0.82
0.801,0.38,0.01,-0.25,0.45
0.811,0.63,0.11,0.33,0.72
0.818,0.67,0.11,0.33,0.75
0.828,0.85,0.22,0.97,1.31
0.838,0.87,0.19,1.77,1.99
0.848,0.88,0.18,2.46,2.62
0.858,0.86,0.35,2.72,2.88
0.868,0.68,0.37,2.62,2.73
0.878,0.42,0.24,2.3,2.35
0.888,0.18,0.19,1.77,1.79
0.898,-0.15,0.22,0.88,0.92
0.908,-0.6,0.24,-0.24,0.69
0.918,-1.09,0.18,-1.2,1.64
0.928,-1.37,0.03,-1.77,2.24
0.938,-1.61,-0.09,-1.69,2.33
0.948,-1.76,-0.29,-1.11,2.1
0.958,-1.62,-0.6,-0.19,1.74
0.968,-1.19,-0.94,0.86,1.74
0.978,-0.7,-1.27,1.81,2.32
0.988,-0.36,-1.5,2.48,2.92
0.998,-0.16,-1.56,2.82,3.23
1.008,-0.15,-1.52,2.76,3.16
1.021,-0.29,-1.39,2.31,2.72
1.028,-0.46,-1.34,1.58,2.12
1.038,-0.58,-1.36,0.76,1.66
1.048,-0.64,-1.37,0,1.51
1.058,-0.81,-1.38,-0.73,1.76
1.074,-1.02,-1.32,-2.06,2.65
1.078,-0.96,-1.41,-2,2.63
1.088,-1.09,-1.36,-2.42,2.98
1.099,-1.01,-1.19,-2.66,3.08
1.108,-0.76,-1.11,-2.68,2.99
1.119,-0.48,-0.99,-2.44,2.67
1.128,-0.24,-0.9,-2.07,2.27
1.141,-0.01,-0.77,-1.72,1.88
1.151,0.13,-0.58,-1.51,1.62
1.161,0.19,-0.47,-1.4,1.49
1.171,0.29,-0.36,-1.37,1.44
1.181,0.47,-0.33,-1.23,1.36
1.191,0.68,-0.31,-1.09,1.32
1.201,0.82,-0.28,-0.96,1.29
1.211,0.95,-0.26,-0.76,1.24
1.221,1,-0.27,-0.54,1.17
1.231,1.04,-0.28,-0.48,1.18
1.241,1.1,-0.28,-0.56,1.27
1.251,1.11,-0.26,-0.72,1.35
1.261,0.98,-0.12,-0.89,1.32
1.271,0.77,0.15,-0.93,1.22
1.281,0.46,0.39,-1,1.17
1.291,0.11,0.61,-1.06,1.23
1.301,-0.21,0.8,-1.17,1.43
1.311,-0.44,0.96,-1.24,1.63
