time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002197,-0.3531,0.2498,-0.0387,0.434
0.010833,-0.3354,0.3519,-0.2451,0.544
0.03315,-0.2603,0.4247,-0.4545,0.674
0.033567,-0.2342,0.4374,-0.6262,0.799
0.044839,-0.2365,0.509,-0.6149,0.833
0.045438,-0.1744,0.5971,-0.5085,0.803
0.068156,-0.1447,0.5854,-0.3268,0.686
0.068589,-0.1504,0.4992,-0.1001,0.531
0.084889,-0.1286,0.4175,0.1283,0.455
0.085337,-0.1445,0.4079,0.4142,0.599
0.096503,-0.1088,0.4828,0.6551,0.821
0.104745,-0.0798,0.4879,0.8085,0.948
0.113591,-0.1429,0.4504,0.8338,0.958
0.123009,-0.1116,0.4735,0.7027,0.855
0.134618,-0.106,0.5154,0.4149,0.67
0.142786,-0.1456,0.5694,0.042,0.589
0.159406,-0.2556,0.6608,-0.2663,0.757
0.171766,-0.4363,0.8528,-0.4235,1.047
0.172022,-0.4251,0.967,-0.4762,1.159
0.181605,-0.3353,0.9006,-0.3669,1.029
0.199144,-0.2578,0.8036,-0.0962,0.849
0.202502,-0.2034,0.767,0.1363,0.805
0.210062,-0.1671,0.7837,0.2976,0.855
0.219521,-0.1055,0.7878,0.3005,0.85
0.228896,-0.0653,0.7507,0.1946,0.778
0.240709,-0.0377,0.7428,-0.0149,0.744
0.256522,-0.0564,0.7367,-0.2647,0.785
0.259748,-0.0797,0.727,-0.5044,0.888
0.269916,-0.0911,0.7442,-0.6731,1.008
0.278296,-0.1279,0.7574,-0.7846,1.098
0.288277,-0.1622,0.7677,-0.8303,1.142
0.298919,-0.195,0.8073,-0.7761,1.137
0.31049,-0.2289,0.8526,-0.7016,1.128
0.317908,-0.2141,0.8485,-0.6083,1.066
0.328292,-0.1897,0.8157,-0.5018,0.976
0.336432,-0.1726,0.7896,-0.3955,0.9
0.346842,-0.174,0.7744,-0.254,0.833
0.356566,-0.194,0.7713,-0.1075,0.803
0.368332,-0.1597,0.8059,0.0248,0.822
0.375199,-0.1043,0.8157,0.0911,0.827
0.385988,-0.0597,0.8419,0.1147,0.852
0.3951,-0.0322,0.8643,0.0797,0.869
0.404695,-0.0383,0.8634,0.0496,0.866
0.414693,-0.0622,0.8913,-0.013,0.894
0.434091,-0.1012,0.9032,-0.0686,0.911
0.434502,-0.1163,0.9058,-0.1212,0.921
0.447915,-0.1011,0.8907,-0.1481,0.909
0.467388,-0.0373,0.885,-0.127,0.895
0.467859,0.0093,0.8834,-0.0851,0.888
0.483932,0.0195,0.8687,-0.0262,0.869
0.484359,-0.0102,0.8488,0.0513,0.85
0.498917,-0.0007,0.8618,0.1199,0.87
0.502853,-0.002,0.8846,0.1645,0.9
0.511776,0.0051,0.8908,0.2123,0.916
0.522176,0.0233,0.9083,0.2291,0.937
0.531738,0.1046,0.9759,0.2015,1.002
0.548197,0.157,1.0283,0.1715,1.054
0.556625,0.0688,0.9603,0.1354,0.972
0.560203,-0.0439,0.8591,0.1038,0.866
0.570029,-0.0863,0.8426,0.0611,0.849
0.579485,-0.1995,0.862,0.0273,0.885
0.589736,-0.3333,0.8167,0.0152,0.882
0.599298,-0.4603,0.7016,0.0137,0.839
0.609605,-0.5063,0.5862,0.0449,0.776
0.63155,-0.4283,0.51,0.1009,0.674
0.633092,-0.2788,0.4605,0.1823,0.568
0.646547,-0.1353,0.4241,0.2483,0.51
0.648122,-0.0358,0.3703,0.3092,0.484
0.666078,-0.0111,0.3459,0.3294,0.478
0.669823,-0.0374,0.3354,0.3286,0.471
0.682407,-0.1182,0.3291,0.3308,0.481
0.686869,-0.2253,0.3082,0.3146,0.495
0.695865,-0.3264,0.283,0.3017,0.527
0.706054,-0.3963,0.2311,0.2729,0.534
0.715499,-0.4372,0.1658,0.2306,0.521
0.726165,-0.425,0.0754,0.1365,0.453
0.747586,-0.3504,-0.0053,0.0193,0.351
0.749155,-0.2401,-0.0369,-0.1334,0.277
0.764733,-0.1665,-0.0901,-0.3097,0.363
0.76534,-0.1304,-0.1064,-0.4646,0.494
0.773889,-0.1004,-0.1163,-0.5647,0.585
0.784527,-0.1232,-0.1002,-0.6485,0.668
0.793655,-0.1347,-0.1363,-0.6922,0.718
0.802912,-0.1407,-0.1791,-0.6816,0.719
0.812568,-0.0954,-0.219,-0.6383,0.681
0.825675,-0.1129,-0.2933,-0.5337,0.619
0.832596,-0.1318,-0.3824,-0.4082,0.575
0.842778,-0.1181,-0.4724,-0.2766,0.56
0.857108,-0.0918,-0.5557,-0.164,0.587
0.867341,-0.0321,-0.6283,-0.0978,0.637
0.87152,0.0774,-0.7039,-0.0548,0.71
0.880584,0.179,-0.7364,-0.0626,0.76
0.892325,0.2967,-0.7895,-0.0648,0.846
0.899794,0.3902,-0.7973,-0.0819,0.891
0.910686,0.4586,-0.7858,-0.1435,0.921
0.924989,0.4907,-0.7652,-0.1912,0.929
0.929465,0.5036,-0.7361,-0.2527,0.927
0.939904,0.4711,-0.7012,-0.3342,0.908
0.949551,0.4385,-0.6482,-0.387,0.873
0.959768,0.4613,-0.5755,-0.3909,0.835
0.968631,0.4774,-0.4983,-0.3357,0.767
0.978175,0.4441,-0.4482,-0.2271,0.671
0.987853,0.3836,-0.3888,-0.0977,0.555
0.997834,0.2834,-0.3434,0.0378,0.447
1.00912,0.1786,-0.3167,0.1469,0.392
