time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002832,-1.9397,0.3146,-0.9139,2.167
0.003429,-1.8655,0.5542,-1.5736,2.503
0.016101,-1.7323,0.8515,-1.6745,2.555
0.025265,-1.6645,0.9884,-1.2505,2.305
0.036424,-1.5117,1.0002,-0.6649,1.931
0.041525,-1.4602,0.933,-0.2011,1.744
0.055968,-1.6112,0.9112,0.0618,1.852
0.072123,-1.7399,0.8673,0.0979,1.947
0.072397,-1.6791,0.8582,-0.2011,1.896
0.089242,-1.5025,0.8979,-0.6141,1.855
0.090435,-1.3604,1.0431,-0.9022,1.937
0.103133,-1.401,1.1539,-1.1285,2.137
0.130744,-1.3741,1.1747,-1.3705,2.269
0.131245,-1.2612,1.2059,-1.5927,2.363
0.131529,-1.0957,1.282,-1.7184,2.408
0.141372,-0.8914,1.4218,-1.7589,2.431
0.160325,-0.849,1.5625,-1.5315,2.347
0.161422,-0.9786,1.5019,-1.0646,2.085
0.171989,-1.0641,1.3791,-0.5778,1.835
0.189212,-1.0871,1.2966,-0.2293,1.707
0.189734,-1.1694,1.2324,-0.1798,1.708
0.209591,-1.1708,1.2471,-0.3122,1.739
0.210165,-1.1268,1.3514,-0.4691,1.821
0.231879,-1.1432,1.3828,-0.5021,1.863
0.232216,-1.1407,1.2548,-0.5221,1.774
0.237227,-1.037,1.0992,-0.5171,1.597
0.246671,-1.0021,1.0044,-0.5332,1.516
0.254928,-0.9364,0.973,-0.649,1.498
0.274204,-0.8957,1.058,-0.7069,1.556
0.275586,-0.888,1.096,-0.611,1.537
0.284106,-0.9119,1.012,-0.4308,1.429
0.299948,-1.0083,0.9156,-0.2306,1.381
0.308767,-1.1553,0.8844,-0.1149,1.459
0.314769,-1.2214,0.8479,-0.0627,1.488
0.32319,-1.2534,0.8884,-0.0869,1.539
0.336001,-1.2533,1.0488,-0.2049,1.647
0.34358,-1.1881,1.1788,-0.4042,1.722
0.352212,-1.1461,1.3415,-0.613,1.868
0.364747,-1.2094,1.4902,-0.837,2.094
0.372051,-1.1593,1.6198,-1.1305,2.29
0.383192,-1.0646,1.8355,-1.4156,2.551
0.392106,-0.9619,2.0242,-1.6054,2.757
0.406917,-0.9121,2.2015,-1.7184,2.938
0.41207,-0.9206,2.3387,-1.7556,3.066
0.419755,-0.9234,2.3983,-1.7402,3.104
0.430018,-0.9035,2.4156,-1.6205,3.046
0.440633,-0.9241,2.3787,-1.4529,2.937
0.455575,-1.0446,2.306,-1.3221,2.856
0.45925,-1.1739,2.2171,-1.2296,2.794
0.468886,-1.25,2.1029,-1.1625,2.709
0.480735,-1.3121,2.0012,-1.0261,2.604
0.488213,-1.3518,1.9268,-0.8361,2.498
0.502789,-1.3968,1.846,-0.727,2.426
0.507645,-1.4324,1.8211,-0.7193,2.426
0.523885,-1.4828,1.86,-0.7511,2.494
0.52898,-1.5885,1.8949,-0.6878,2.567
0.537134,-1.6856,1.9208,-0.6778,2.644
0.547885,-1.7077,1.8954,-0.7707,2.665
0.556867,-1.6923,1.9247,-0.9812,2.744
0.565373,-1.6258,2.0378,-1.2255,2.881
0.575597,-1.567,2.1399,-1.3995,2.999
0.58794,-1.5017,2.2025,-1.4766,3.047
0.605021,-1.4148,2.1951,-1.4603,2.992
0.612135,-1.3028,2.1471,-1.3257,2.84
0.61811,-1.2928,2.0968,-1.0883,2.693
0.625133,-1.2391,2.0321,-0.7807,2.505
0.634279,-1.2176,1.9654,-0.4345,2.352
0.650658,-1.234,1.8944,-0.0655,2.262
0.653999,-1.2998,1.8404,0.2925,2.272
0.663386,-1.3296,1.7484,0.5278,2.259
0.67286,-1.3363,1.7246,0.6192,2.268
0.683022,-1.3312,1.7303,0.6242,2.271
0.692636,-1.3242,1.7937,0.4685,2.278
0.702204,-1.2891,1.8493,0.2382,2.267
0.715021,-1.2249,1.9134,-0.0315,2.272
0.72144,-1.1339,1.9748,-0.1944,2.285
0.732555,-1.0745,2.0046,-0.2488,2.288
0.746897,-1.0554,2.0223,-0.2611,2.296
0.750273,-0.9907,2.0319,-0.2917,2.279
0.763737,-0.963,2.0172,-0.2177,2.246
0.772963,-0.9575,1.9982,-0.0634,2.217
0.780319,-0.9019,2.0052,0.1146,2.202
0.789883,-0.8328,2.0214,0.2277,2.198
0.803278,-0.821,2.1021,0.2499,2.271
0.81178,-0.8605,2.2331,0.1638,2.399
0.818726,-0.8174,2.3035,0.0006,2.444
0.828767,-0.6642,2.2625,-0.2334,2.369
0.837396,-0.5043,2.1147,-0.4545,2.221
0.848776,-0.5401,1.968,-0.5009,2.101
0.8609,-0.7092,1.8623,-0.3416,2.022
0.879351,-0.9039,1.7493,0.0014,1.969
0.88085,-1.0617,1.6382,0.3779,1.988
0.886173,-1.1525,1.4862,0.6592,1.993
0.899427,-1.1333,1.3022,0.8908,1.943
0.906802,-1.0777,1.0902,1.0573,1.862
0.915267,-0.8966,0.8595,1.1098,1.666
0.925051,-0.6173,0.6674,1.1219,1.444
0.939045,-0.4225,0.5017,1.197,1.365
0.948443,-0.445,0.2936,1.3399,1.442
0.955838,-0.6931,0.0787,1.55,1.7
0.965226,-1.1638,-0.0583,1.6973,2.059
0.974659,-1.5289,-0.1572,1.6684,2.268
0.983963,-1.6918,-0.1347,1.3169,2.148
0.994058,-1.6504,-0.0215,0.7977,1.833
1.009861,-1.4669,0.1179,0.2442,1.492
1.019575,-1.2271,0.2154,-0.2742,1.276
1.02242,-0.9724,0.2944,-0.7433,1.259
1.039878,-0.8178,0.3852,-1.1074,1.43
1.046865,-0.8659,0.4527,-1.2319,1.572
1.051264,-0.9127,0.4446,-1.2076,1.578
1.067712,-0.8624,0.4419,-1.0739,1.446
1.073678,-0.713,0.4534,-0.9065,1.239
1.080742,-0.5751,0.5317,-0.7633,1.094
1.090979,-0.5269,0.6763,-0.593,1.042
1.10105,-0.4505,0.7756,-0.4983,1.026
1.110544,-0.3689,0.8117,-0.5507,1.048
1.119157,-0.3939,0.8391,-0.6664,1.142
1.129665,-0.4818,0.8115,-0.7837,1.227
1.139725,-0.5957,0.8008,-0.9364,1.369
1.149461,-0.7471,0.8375,-1.0747,1.554
1.158486,-0.9322,0.8827,-1.1963,1.755
1.169122,-1.1394,0.9148,-1.2937,1.952
1.180671,-1.3333,0.9582,-1.4095,2.164
1.188276,-1.5774,1.0213,-1.5163,2.415
1.201467,-1.7108,1.0458,-1.6353,2.587
1.208042,-1.6826,1.1094,-1.7513,2.67
1.216906,-1.5738,1.2026,-1.891,2.738
1.22676,-1.462,1.3105,-1.9851,2.792
1.237043,-1.3186,1.3492,-2.0505,2.786
1.247296,-1.1768,1.3606,-2.0501,2.727
1.256072,-0.9749,1.2864,-1.9669,2.544
1.267889,-0.7421,1.2283,-1.7634,2.274
1.275704,-0.5108,1.1473,-1.5006,1.957
1.286816,-0.2531,1.0152,-1.1502,1.555
