time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.012557,0.0656,0.3825,0.9625,1.038
0.01287,0.0388,0.481,1.0484,1.154
0.036336,0.1373,0.5276,1.0315,1.167
0.036737,0.1849,0.5493,0.9217,1.089
0.049137,0.2269,0.6182,0.7692,1.013
0.062807,0.1846,0.7252,0.5813,0.948
0.063256,0.191,0.8159,0.3598,0.912
0.070533,0.2476,0.8923,0.1837,0.944
0.080423,0.3262,0.9506,0.1169,1.012
0.090057,0.4263,0.9669,0.1957,1.075
0.106761,0.4933,0.9864,0.3313,1.152
0.109749,0.5085,0.9926,0.5145,1.228
0.122134,0.4856,0.9964,0.6496,1.285
0.13127,0.3941,1.0547,0.7228,1.338
0.138508,0.3713,1.1546,0.6238,1.364
0.147815,0.5815,1.2385,0.3601,1.415
0.160606,0.7434,1.245,0.0957,1.453
0.170321,0.7314,1.2133,-0.0426,1.417
0.180993,0.6024,1.1224,-0.0367,1.274
0.187609,0.389,0.9573,0.0782,1.036
0.196895,0.2527,0.7741,0.3043,0.869
0.206291,0.1962,0.5108,0.5537,0.778
0.216266,0.1426,0.2075,0.8243,0.862
0.228204,0.0384,-0.0474,1.1309,1.133
0.236025,-0.0866,-0.233,1.436,1.457
0.243696,-0.1542,-0.3201,1.5698,1.61
0.253758,-0.17,-0.2472,1.5139,1.543
0.265117,-0.1192,-0.103,1.2703,1.28
0.280011,-0.006,0.0215,0.8582,0.858
0.285306,0.092,0.1625,0.394,0.436
0.295573,0.1233,0.2803,-0.0605,0.312
0.304862,-0.0199,0.4269,-0.386,0.576
0.314349,-0.2013,0.5125,-0.5687,0.792
0.321992,-0.2952,0.5304,-0.6368,0.88
0.332319,-0.3628,0.4472,-0.6293,0.853
0.342319,-0.4061,0.2255,-0.4712,0.662
0.353039,-0.4588,-0.039,-0.2965,0.548
0.362206,-0.5725,-0.2126,-0.0904,0.617
0.372769,-0.69,-0.347,0.1233,0.782
0.380851,-0.8399,-0.4827,0.2945,1.012
0.390547,-0.9696,-0.5758,0.4087,1.199
0.410599,-1.0552,-0.6335,0.466,1.316
0.41087,-1.1162,-0.6721,0.4687,1.385
0.422046,-1.1669,-0.7099,0.4407,1.435
0.428805,-1.1731,-0.7369,0.382,1.437
0.438831,-1.1394,-0.7397,0.2973,1.391
0.449938,-1.1202,-0.7415,0.2298,1.363
0.458913,-1.1171,-0.7687,0.1744,1.367
0.470621,-1.1732,-0.816,0.1098,1.433
0.477786,-1.2779,-0.8402,0.0575,1.53
0.488794,-1.428,-0.8263,0.0176,1.65
0.497266,-1.5181,-0.7797,-0.0481,1.707
0.508716,-1.5205,-0.7486,-0.1802,1.704
0.520919,-1.4337,-0.7213,-0.312,1.635
