time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002994,-0.3552,0.1357,0.6699,0.77
0.004048,-0.4095,0.1732,0.689,0.82
0.004889,-0.4445,0.1728,0.7081,0.854
0.00558,-0.4795,0.1913,0.6892,0.861
0.006303,-0.4763,0.1339,0.6702,0.833
0.007042,-0.5118,0.1146,0.6312,0.821
0.007778,-0.5269,0.0771,0.5928,0.797
0.008894,-0.504,0.0388,0.5733,0.764
0.009796,-0.48,0.0017,0.5347,0.719
0.017685,-0.4959,0.0025,0.5152,0.715
0.019483,-0.5296,-0.0156,0.5336,0.752
0.021331,-0.5432,-0.0334,0.4558,0.71
0.026425,-0.5374,-0.0511,0.398,0.671
0.039452,-0.588,-0.0886,0.378,0.705
0.04098,-0.5815,-0.0872,0.3571,0.688
0.042405,-0.5944,-0.067,0.2993,0.669
0.043657,-0.5867,-0.0655,0.2983,0.661
0.045835,-0.5785,-0.0642,0.2394,0.629
0.048835,-0.5708,-0.0054,0.2588,0.627
0.055553,-0.5435,0.0142,0.2582,0.602
0.057134,-0.5167,0.0334,0.1809,0.548
0.06024,-0.5086,0.0526,0.1615,0.536
0.064231,-0.5182,0.0336,0.0842,0.526
0.071105,-0.584,0.1093,0.0085,0.594
0.072367,-0.6268,0.0886,-0.0301,0.634
0.076229,-0.673,0.1055,-0.1244,0.693
0.08007,-0.7191,0.1224,-0.2007,0.757
0.089256,-0.8045,0.1392,-0.2769,0.862
0.090207,-0.8885,0.1933,-0.2758,0.95
0.092516,-0.9914,0.229,-0.3506,1.076
0.096238,-1.1136,0.2447,-0.4453,1.224
0.107267,-1.1552,0.26,-0.3668,1.24
0.108861,-1.0632,0.2372,-0.2893,1.127
0.110152,-1.0287,0.2334,-0.2877,1.093
0.112567,-0.9947,0.1922,-0.3054,1.058
0.121194,-1.0378,0.2453,-0.3227,1.114
0.122302,-1.0942,0.3169,-0.2824,1.174
0.124451,-1.1658,0.3855,-0.2401,1.251
0.128704,-1.2394,0.4178,-0.237,1.329
0.132359,-1.5056,0.5453,-0.254,1.621
0.143815,-1.4514,0.6351,-0.1365,1.59
0.145666,-1.0938,0.4982,0.2669,1.231
0.146145,-0.8533,0.3247,0.5557,1.069
0.148143,-0.7283,0.1319,0.6511,0.986
0.154559,-0.68,0.0176,0.5753,0.891
0.156249,-0.4986,-0.1548,0.6321,0.82
0.160224,-0.3749,-0.2306,0.766,0.883
0.16406,-0.2518,-0.2692,0.8429,0.92
0.170826,-0.1671,-0.3067,0.8997,0.965
0.173083,-0.0649,-0.4207,0.8993,0.995
0.176347,0.0379,-0.4575,0.8798,0.992
0.180266,0.0056,-0.3609,0.7646,0.846
0.188317,-0.1796,-0.1127,0.593,0.63
0.189435,-0.2108,0.0577,0.5939,0.633
0.192479,-0.1085,-0.0205,0.6516,0.661
0.196575,0.031,-0.1163,0.614,0.626
0.204611,0.1864,-0.2125,0.4992,0.574
0.20611,0.3413,-0.2503,0.3841,0.572
0.208406,0.4939,-0.3073,0.3076,0.658
0.212482,0.5873,-0.3247,0.2298,0.709
0.216301,0.6933,-0.3586,0.1517,0.795
0.228666,0.7824,-0.3769,0.0738,0.872
0.230025,0.834,-0.3764,-0.0035,0.915
0.231267,0.8876,-0.3955,-0.0795,0.975
0.232504,0.9039,-0.3965,-0.232,1.014
0.247839,0.8641,-0.4173,-0.4612,1.065
0.249229,0.8246,-0.4004,-0.6902,1.147
0.250084,0.6898,-0.3258,-0.8041,1.108
0.250792,0.5556,-0.2326,-0.9937,1.162
0.262234,0.4788,-0.1975,-1.1463,1.258
0.263562,0.4789,-0.1815,-1.1059,1.219
0.264106,0.5714,-0.1839,-0.3198,0.68
0.264676,0.7413,-0.1654,0.8294,1.125
0.278925,0.6807,-0.1849,0.9636,1.194
0.280299,0.3329,-0.2801,0.3692,0.571
0.281121,0.0842,-0.3556,0.005,0.365
0.281646,-0.1244,-0.3153,0.0999,0.353
0.287402,-0.2003,-0.2,0.4637,0.543
0.288472,-0.2378,-0.1043,0.9619,0.996
0.292405,-0.2375,-0.0478,1.1921,1.217
0.296181,-0.2562,0.0664,1.2306,1.259
0.300202,-0.2184,0.1042,1.2686,1.291
0.305194,-0.1608,0.0473,1.3456,1.356
0.308278,0.0861,0.0094,1.4605,1.463
0.312519,0.2945,-0.0482,1.4413,1.472
0.316072,0.5033,-0.1626,1.46,1.553
0.32107,0.6339,-0.3137,1.3251,1.502
0.32434,0.7258,-0.4263,1.1899,1.458
0.328521,0.8548,-0.5382,1.0544,1.46
0.33208,0.9249,-0.5915,0.9186,1.431
0.337648,1.0513,-0.6829,0.7823,1.478
0.340339,1.1179,-0.7149,0.6444,1.475
0.344537,1.1816,-0.7083,0.5272,1.475
0.348299,1.1868,-0.6629,0.3896,1.414
0.356518,1.2062,-0.6164,0.2706,1.381
0.35763,1.1659,-0.5308,0.1895,1.295
0.360322,1.1252,-0.4096,0.0716,1.2
0.364352,1.0628,-0.2892,0.0503,1.103
0.370969,1.0213,-0.1522,-0.008,1.033
0.372432,1.0019,0.0016,-0.0281,1.002
0.376241,0.9099,0.0974,-0.0278,0.915
0.380153,0.8534,0.1535,-0.0461,0.868
0.38768,0.8384,0.2485,-0.0064,0.874
0.388817,0.768,0.3044,0.0323,0.827
0.392254,0.6409,0.3036,0.052,0.711
0.396174,0.5342,0.323,0.1095,0.634
0.400429,0.4463,0.3225,0.13,0.566
0.411647,0.3397,0.3414,0.2443,0.54
0.41289,0.1772,0.3414,0.2645,0.467
0.413441,0.0724,0.3605,0.2837,0.464
0.416036,-0.0318,0.3606,0.3029,0.472
0.421002,-0.0964,0.3607,0.2841,0.469
0.424299,-0.1427,0.3416,0.2263,0.434
0.428576,-0.1497,0.341,0.1318,0.395
0.432105,-0.118,0.4157,0.0746,0.439
0.437716,-0.1063,0.4719,0.0377,0.485
0.440264,-0.0929,0.5064,-0.0945,0.523
0.444434,-0.0222,0.558,-0.1877,0.589
0.448127,0.0839,0.608,-0.2797,0.674
0.45545,0.1711,0.6389,-0.429,0.788
0.456881,0.2392,0.6725,-0.5791,0.919
0.460345,0.2884,0.7051,-0.7103,1.042
0.464295,0.3574,0.6817,-0.8419,1.141
0.472064,0.4451,0.6776,-0.8776,1.195
0.47355,0.5314,0.635,-0.9335,1.248
0.476392,0.6186,0.6127,-0.9886,1.317
0.48041,0.7051,0.5891,-0.967,1.334
0.489155,0.7523,0.5278,-0.9075,1.292
0.490342,0.7421,0.4278,-0.7712,1.153
0.492392,0.7314,0.3661,-0.6729,1.059
0.496508,0.72,0.2867,-0.5178,0.932
0.500267,0.7053,0.186,-0.2658,0.776
0.507914,0.6872,0.068,-0.0715,0.694
0.509729,0.6557,0.01,0.1587,0.675
0.512461,0.6443,-0.0861,0.3133,0.722
0.516482,0.577,-0.2004,0.4665,0.769
0.521974,0.4899,-0.2959,0.5818,0.816
0.524304,0.4611,-0.3332,0.677,0.884
0.52867,0.4136,-0.3892,0.6971,0.899
0.532115,0.2897,-0.4268,0.6969,0.867
0.538093,0.2808,-0.5008,0.6575,0.873
0.54025,0.2523,-0.4981,0.5997,0.819
0.544255,0.1661,-0.5138,0.5027,0.738
0.548119,0.1379,-0.5293,0.3861,0.67
0.554751,0.0708,-0.4651,0.1927,0.508
0.556268,0.0821,-0.4063,0.0194,0.415
0.56032,0.0922,-0.4051,-0.1716,0.449
0.564232,0.1211,-0.3468,-0.3431,0.503
0.571539,0.2267,-0.2512,-0.4963,0.601
0.572416,0.3698,-0.1572,-0.6672,0.779
0.576449,0.4557,-0.1193,-0.8189,0.945
0.580308,0.5402,-0.0441,-0.9137,1.062
0.584318,0.5665,0.0887,-0.9893,1.144
0.589564,0.5927,0.1254,-0.9879,1.159
0.592557,0.5999,0.1442,-1.0624,1.229
0.596489,0.6072,0.123,-1.0989,1.262
0.600163,0.5932,0.142,-1.1174,1.273
0.604933,0.5223,0.1599,-1.0197,1.157
0.608375,0.5083,0.1011,-0.9992,1.126
0.612689,0.5133,0.1004,-0.9787,1.11
0.616261,0.4423,0.0618,-0.8233,0.937
0.624005,0.4249,0.0613,-0.7456,0.86
