time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001717,-1.0385,-0.6297,1.2683,1.756
0.007079,-0.563,-0.4688,1.4428,1.618
0.016042,-0.7856,-0.5946,1.6162,1.893
0.025482,-0.7524,-1.0741,1.9141,2.32
0.039206,-0.727,-0.7056,2.2442,2.462
0.046751,-1.1057,-1.0264,2.445,2.873
0.054567,-1.0778,-0.4807,2.8286,3.065
0.064212,-1.4525,-0.2206,2.9562,3.301
0.073979,-1.0516,0.4107,2.5387,2.778
0.084523,-0.436,0.7465,1.6705,1.881
0.094303,0.055,1.0294,0.8623,1.344
0.104459,0.1113,0.9656,0.4525,1.072
0.113023,0.2875,0.3161,0.6251,0.757
0.123602,-0.028,-0.0037,1.4903,1.491
0.132539,-0.4495,-1.185,2.7244,3.005
0.14203,-1.2875,-1.932,3.7924,4.447
0.154926,-1.9914,-2.2017,4.5705,5.45
0.161019,-2.5767,-2.2837,4.7696,5.883
0.171391,-2.584,-2.2039,4.0729,5.303
0.180622,-1.9114,-1.9142,2.7224,3.838
0.192079,-1.2887,-1.3408,1.285,2.261
0.201955,-0.9489,-0.7508,0.1074,1.215
0.213469,-0.7827,-0.5089,-0.7529,1.199
0.220376,-0.6724,-0.5704,-1.158,1.456
0.229335,-0.6684,-0.4037,-1.0776,1.331
0.240957,-0.924,-0.7357,-0.7579,1.403
0.248633,-0.7402,-0.8845,-0.3533,1.206
0.260691,-0.7404,-0.9824,-0.0897,1.233
0.269809,-0.6135,-1.1781,-0.0192,1.328
0.278224,-0.2663,-1.3808,-0.2152,1.423
0.28762,-0.0872,-1.5038,-0.4343,1.568
0.29744,0.1959,-1.1656,-0.473,1.273
0.312312,0.1849,-1.6492,-0.3469,1.695
0.319611,0.1895,-1.3321,-0.168,1.356
0.327095,-0.1699,-1.6129,-0.1215,1.626
0.339284,-0.33,-1.8297,-0.199,1.87
0.346652,-0.6244,-1.8408,-0.3556,1.976
0.361311,-0.9725,-1.7222,-0.6763,2.09
0.367479,-1.0739,-1.5604,-1.1548,2.219
0.376051,-1.0394,-1.4313,-1.7378,2.48
0.385156,-1.0579,-1.3383,-2.2801,2.848
0.394994,-1.0503,-0.9365,-2.5876,2.945
0.407379,-0.6053,-0.3864,-2.6362,2.732
0.41428,-0.259,-0.5773,-2.5649,2.642
0.425674,-0.2383,-0.3185,-2.368,2.401
0.435103,0.207,0.0101,-1.909,1.92
0.443476,-0.077,-0.4674,-1.4457,1.521
0.456569,0.05,-0.1097,-0.9821,0.989
0.464228,-0.2348,-0.7723,-0.6855,1.059
0.473344,-0.2627,-0.3162,-0.4746,0.628
0.482687,-0.4154,-0.9375,-0.5997,1.188
0.492187,-0.1698,-0.4173,-0.708,0.839
0.502857,-0.3876,-0.8834,-0.9351,1.343
0.510917,-0.0654,-0.3619,-1.0016,1.067
0.521934,-0.3585,-0.5785,-1.0685,1.267
0.530584,0,-0.4212,-0.8388,0.939
0.540799,-0.2782,-0.2596,-0.6374,0.742
0.549494,-0.0126,-0.4659,-0.4442,0.644
0.559743,-0.3123,-0.5027,-0.3472,0.686
0.573657,-0.2586,-0.4499,-0.2889,0.594
0.579335,-0.1053,-0.6227,-0.3534,0.724
0.594203,0.0409,-0.642,-0.3019,0.711
0.598683,-0.089,-0.6317,-0.0753,0.642
0.608952,-0.3778,-1.0741,0.3238,1.184
0.630055,-1.3391,-0.3164,0.9728,1.685
