time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002803,0.0364,-0.8694,-0.8312,1.203
0.003576,-0.0166,-0.8432,-0.7766,1.146
0.004357,-0.1256,-0.7412,-0.723,1.043
0.005032,-0.2514,-0.6009,-0.707,0.961
0.005687,-0.3189,-0.4799,-0.595,0.828
0.006362,-0.366,-0.3185,-0.4256,0.645
0.006891,-0.4649,-0.1773,-0.2192,0.544
0.012729,-0.5209,-0.0766,-0.1643,0.552
0.013897,-0.5892,0.0047,-0.0907,0.596
0.016681,-0.686,0.0636,-0.0721,0.693
0.026588,-0.7562,0.0863,-0.0738,0.765
0.027414,-0.7532,0.1074,-0.0949,0.767
0.028845,-0.7593,0.1286,-0.172,0.789
0.032043,-0.7892,0.1496,-0.2498,0.841
0.036222,-0.7666,0.152,-0.3658,0.863
0.042171,-0.7465,0.1367,-0.5013,0.91
0.043896,-0.728,0.1779,-0.5975,0.959
0.048001,-0.7305,0.2189,-0.7717,1.085
0.051705,-0.715,0.2607,-0.8877,1.169
0.057104,-0.7194,0.3015,-1.0417,1.301
0.059877,-0.7617,0.3411,-1.1572,1.427
0.063945,-0.7278,0.3619,-1.2728,1.51
0.067943,-0.693,0.4589,-1.3109,1.552
0.073435,-0.6028,0.3645,-1.2343,1.421
0.075987,-0.5309,0.2143,-1.1013,1.241
0.080081,-0.4775,0.1015,-0.8728,1
0.083825,-0.5176,0.0848,-0.7194,0.89
0.089793,-0.5766,0.0682,-0.6819,0.896
0.092043,-0.6146,0.0705,-0.5674,0.839
0.096144,-0.5736,0.0542,-0.4339,0.721
0.099856,-0.5688,0.0561,-0.2998,0.645
0.107093,-0.5165,0.0766,-0.1082,0.533
0.108205,-0.4358,0.0442,0.1012,0.45
0.111947,-0.3403,0.0507,0.2332,0.416
0.115869,-0.2861,0.0205,0.3835,0.479
0.124161,-0.2329,-0.0105,0.4577,0.514
0.124824,-0.1423,-0.097,0.5502,0.576
0.128391,-0.1101,-0.1251,0.5265,0.552
0.132299,-0.0212,-0.19,0.4272,0.468
0.135839,0.065,-0.2359,0.4225,0.488
0.142265,0.1499,-0.2609,0.3593,0.469
0.14412,0.2119,-0.284,0.2381,0.427
0.148036,0.3064,-0.2489,0.1361,0.418
0.1524,0.3466,-0.2383,-0.0023,0.421
0.15718,0.4085,-0.2119,-0.1593,0.487
0.159885,0.4686,-0.1491,-0.2566,0.555
0.164283,0.4539,-0.0679,-0.3731,0.592
0.167685,0.4404,0.011,-0.5081,0.672
0.17343,0.5025,0.1086,-0.6045,0.793
0.175938,0.5462,0.1866,-0.7965,0.984
0.179928,0.5695,0.2632,-0.9305,1.122
0.183818,0.5933,0.3782,-1.1212,1.324
0.190106,0.6174,0.4925,-1.2737,1.499
0.192095,0.566,0.5874,-1.4069,1.626
0.19594,0.61,0.6635,-1.6361,1.868
0.19991,0.5953,0.719,-1.7502,1.984
0.207177,0.6187,0.8132,-1.9022,2.159
0.207998,0.6232,0.8683,-1.9781,2.248
0.212041,0.6088,0.9241,-2.0528,2.332
0.215887,0.6323,0.9597,-2.0905,2.386
0.219832,0.673,1.0321,-2.1454,2.474
0.224983,0.6944,1.0271,-2.0861,2.427
0.2282,0.7355,1.0598,-2.0837,2.451
0.232196,0.7373,1.0727,-2.0039,2.39
0.235811,0.7382,1.0842,-1.8096,2.235
0.24086,0.7378,1.0362,-1.7474,2.161
0.244116,0.774,1.0437,-1.5895,2.053
0.248081,0.7719,1.0129,-1.5075,1.973
0.251844,0.7504,1.0192,-1.4451,1.921
0.257637,0.7847,1.0243,-1.3623,1.876
0.259934,0.7803,0.9708,-1.3367,1.827
0.26417,0.7943,0.9923,-1.3108,1.826
0.268081,0.732,1.0123,-1.2261,1.75
0.275909,0.7063,1.0306,-1.1033,1.667
0.27654,0.679,1.0262,-0.9783,1.572
0.279925,0.63,1.018,-0.8705,1.48
0.284138,0.5777,1.0387,-0.7018,1.38
0.29087,0.538,1.01,-0.5654,1.276
0.292025,0.5242,1.0516,-0.416,1.247
0.296102,0.5319,1.0432,-0.3267,1.216
0.300105,0.5602,1.0608,-0.202,1.217
0.307564,0.5703,1.0608,-0.1363,1.212
0.308526,0.6191,1.0806,-0.1091,1.25
0.312042,0.7243,1.1021,-0.0436,1.32
0.315996,0.7894,1.0671,-0.0363,1.328
0.319832,0.8353,1.0326,-0.0103,1.328
0.324804,0.8788,1.0162,-0.0609,1.345
0.328156,0.959,0.9803,-0.0913,1.374
0.332295,0.982,0.9837,-0.0462,1.391
0.335821,1.0239,0.9306,-0.0393,1.384
0.341329,1.0832,0.916,0.0253,1.419
0.34397,1.1821,0.9222,0.1271,1.505
0.348076,1.2629,0.9488,0.2273,1.596
