time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.00293,-0.5111,1.2975,-2.0211,2.456
0.003205,-0.3733,1.259,-1.6278,2.091
0.008623,-0.2234,1.0114,-0.9408,1.399
0.018588,-0.3638,0.7288,-0.0345,0.815
0.027426,-0.8617,0.6119,0.9403,1.415
0.038801,-1.1914,0.5488,1.7214,2.164
0.047466,-0.723,0.2443,2.0574,2.194
0.057913,-0.378,0.2481,2.0541,2.103
0.066616,-0.5876,0.6704,1.6748,1.897
0.076728,-0.6219,0.956,0.9205,1.466
0.086603,-0.4599,1.0534,0.2441,1.175
0.096359,-0.3513,1.026,-0.0371,1.085
0.107973,-0.2806,0.9367,0.0692,0.98
0.115426,-0.3101,0.8254,0.3575,0.951
0.124298,-0.3298,0.7046,0.6898,1.04
0.134257,-0.5304,0.5821,1.1539,1.397
0.146307,-1.0743,0.5497,1.6832,2.071
0.1561,-1.551,0.6938,1.8508,2.512
0.164397,-1.5079,0.8274,1.3533,2.189
0.173354,-1.2191,0.9095,0.5363,1.613
0.183086,-1.1095,1.009,0.0216,1.5
0.195981,-0.951,1.0555,-0.0896,1.424
0.206717,-0.8227,1.0434,0.101,1.333
0.212001,-0.7991,0.908,0.4823,1.302
0.221908,-0.777,0.6157,0.9537,1.376
0.233076,-0.8038,0.105,1.5297,1.731
0.24158,-0.9848,-0.4269,2.1392,2.393
0.253407,-1.3188,-0.8588,2.6293,3.064
0.2612,-1.7069,-1.2085,2.8144,3.506
0.271689,-2.0499,-1.3891,2.6913,3.657
0.279904,-2.405,-1.4399,2.3247,3.642
0.289929,-2.6406,-1.391,1.6847,3.427
0.299893,-2.5785,-1.1878,0.8859,2.974
0.309607,-2.3241,-0.8318,0.1115,2.471
0.319427,-2.0323,-0.3801,-0.6057,2.154
0.330338,-1.8016,0.0088,-1.1871,2.158
0.338883,-1.6869,0.2941,-1.5406,2.303
0.348598,-1.6176,0.4762,-1.5633,2.299
0.358574,-1.5183,0.6031,-1.2754,2.073
0.375788,-1.4488,0.5982,-0.9009,1.808
0.377803,-1.3291,0.5145,-0.6591,1.57
0.394019,-1.1356,0.3492,-0.6406,1.35
0.397988,-0.9818,0.2018,-0.7377,1.245
0.409073,-0.8926,0.0708,-0.8264,1.219
0.415919,-0.8611,-0.0901,-0.8372,1.204
0.42621,-0.9021,-0.2848,-0.6521,1.149
0.435974,-1.0223,-0.4242,-0.2937,1.145
