time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0,1.13,1.01,-0.62,1.63
0.01,1.36,0.1,0.12,1.37
0.02,1.19,-0.56,0.78,1.53
0.03,0.9,-0.83,1.29,1.77
0.04,0.91,-0.82,1.64,2.04
0.05,1.32,-0.71,1.82,2.36
0.06,1.71,-0.59,1.79,2.55
0.07,1.78,-0.57,1.57,2.44
0.08,1.65,-0.75,0.98,2.06
0.089,1.59,-0.83,0.34,1.83
0.099,1.45,-0.66,-0.41,1.64
0.109,1.24,-0.38,-1.2,1.77
0.119,1.37,-0.17,-1.68,2.17
0.129,1.74,-0.06,-1.84,2.53
0.139,2.08,0.07,-1.65,2.66
0.149,2.25,0.19,-1.19,2.55
0.159,2.18,0.17,-0.8,2.33
0.169,2.09,0.03,-0.52,2.16
0.179,2.04,-0.08,-0.18,2.05
0.189,1.95,-0.17,0.18,1.96
0.199,1.87,-0.19,0.18,1.89
0.209,1.76,-0.16,-0.03,1.77
0.218,1.43,-0.11,-0.33,1.48
0.228,1.09,-0.02,-0.48,1.19
0.238,1.01,0.05,-0.73,1.25
0.248,1,0.12,-1.11,1.5
0.258,0.94,0.22,-1.37,1.68
0.268,0.8,0.34,-1.45,1.69
0.278,0.65,0.46,-1.33,1.55
0.288,0.62,0.65,-1.01,1.35
0.298,0.6,0.8,-0.8,1.28
0.308,0.54,0.85,-0.86,1.33
0.318,0.51,1.04,-1.25,1.71
0.328,0.43,1.14,-1.53,1.96
0.338,0.27,1.08,-1.58,1.93
0.348,0.01,0.88,-1.5,1.74
0.358,-0.2,0.75,-1.42,1.62
0.368,-0.4,0.59,-1.32,1.51
0.377,-0.56,0.5,-1.16,1.38
0.387,-0.57,0.5,-0.97,1.23
0.397,-0.6,0.54,-0.8,1.14
0.407,-0.57,0.56,-0.69,1.06
0.417,-0.46,0.63,-0.69,1.04
0.427,-0.22,0.74,-0.87,1.17
0.437,0.11,1.06,-0.97,1.44
0.447,0.35,1.41,-0.96,1.74
