time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.019118,-0.1221,0.3137,-0.5181,0.618
0.01967,-0.1271,0.2987,-0.5401,0.63
0.020128,-0.1412,0.3298,-0.5421,0.65
0.020474,-0.1035,0.3388,-0.5616,0.664
0.020828,-0.1155,0.3579,-0.5537,0.669
0.021245,-0.0689,0.3329,-0.5383,0.637
0.021764,-0.0615,0.3627,-0.5703,0.679
0.022353,-0.0556,0.3399,-0.5747,0.67
0.022908,-0.0466,0.3549,-0.5507,0.657
0.023381,0.0055,0.339,-0.575,0.667
0.023818,-0.0064,0.3527,-0.5348,0.641
0.024371,0.0007,0.38,-0.5469,0.666
0.024749,-0.0083,0.3394,-0.6173,0.705
0.025178,-0.0304,0.312,-0.5702,0.651
0.025655,0.0294,0.3214,-0.5938,0.676
0.026018,0.0243,0.3408,-0.6091,0.698
0.026368,0.051,0.3311,-0.6146,0.7
0.026594,0.0721,0.3449,-0.5959,0.692
0.027043,0.0567,0.325,-0.5472,0.639
0.027478,0.0902,0.2918,-0.5611,0.639
0.027717,0.0995,0.3201,-0.5645,0.656
0.028114,0.1256,0.3058,-0.5436,0.636
0.028624,0.1556,0.2894,-0.5815,0.668
0.028997,0.1833,0.3179,-0.5948,0.699
0.029401,0.1482,0.2916,-0.5626,0.651
0.029794,0.1751,0.2951,-0.5696,0.665
0.030199,0.1501,0.2859,-0.6214,0.7
0.030489,0.2416,0.2885,-0.6041,0.712
0.031006,0.2092,0.2744,-0.5819,0.677
0.031483,0.2644,0.265,-0.5747,0.686
0.031887,0.2658,0.2559,-0.6148,0.717
0.032142,0.2373,0.246,-0.5549,0.652
0.032512,0.2549,0.2351,-0.5901,0.684
0.032914,0.2703,0.2424,-0.5918,0.694
0.033317,0.2857,0.2265,-0.5531,0.662
0.033721,0.2691,0.2198,-0.5603,0.659
0.034137,0.2863,0.2161,-0.5647,0.669
0.034574,0.2835,0.2153,-0.5283,0.637
0.035037,0.2984,0.2423,-0.5132,0.641
0.035301,0.3015,0.2065,-0.5307,0.644
0.035519,0.3167,0.2099,-0.5229,0.646
0.035723,0.364,0.2409,-0.5128,0.673
0.039123,0.3597,0.2215,-0.5146,0.666
0.03965,0.3691,0.2177,-0.4857,0.648
0.04006,0.3786,0.1732,-0.4592,0.62
0.040522,0.4031,0.2254,-0.4745,0.662
0.041599,0.3863,0.1837,-0.4478,0.619
0.049785,0.3675,0.1967,-0.3913,0.572
0.050164,0.3846,0.2177,-0.4003,0.596
0.050557,0.4428,0.2141,-0.3732,0.617
0.050779,0.4319,0.2072,-0.3417,0.588
0.05104,0.4573,0.2156,-0.3561,0.618
0.051409,0.4988,0.2194,-0.3416,0.643
0.051625,0.4955,0.2321,-0.3343,0.641
0.051824,0.4816,0.2563,-0.2872,0.617
0.056299,0.4876,0.2402,-0.3121,0.627
0.057091,0.4981,0.2496,-0.3377,0.652
0.05791,0.5221,0.2327,-0.2797,0.636
0.070922,0.523,0.2322,-0.2865,0.64
0.071516,0.556,0.2491,-0.2655,0.665
0.071786,0.5971,0.2512,-0.2396,0.691
0.072144,0.5672,0.2554,-0.2539,0.672
0.072482,0.5771,0.2568,-0.2425,0.677
0.072697,0.6221,0.2511,-0.2241,0.707
0.072883,0.6023,0.2366,-0.1988,0.677
0.073076,0.6299,0.2548,-0.2124,0.712
0.073278,0.6848,0.2354,-0.1822,0.747
0.073466,0.6379,0.24,-0.1381,0.695
0.07367,0.6552,0.2296,-0.1371,0.708
0.07385,0.671,0.2399,-0.1112,0.721
0.074012,0.6662,0.2246,-0.1222,0.714
0.074177,0.684,0.1724,-0.0993,0.712
0.074509,0.7121,0.2103,-0.0317,0.743
0.075492,0.6899,0.2184,-0.0357,0.724
0.089842,0.6941,0.1904,-0.0182,0.72
0.090638,0.7182,0.1684,0.0113,0.738
0.091392,0.7223,0.1496,0.0037,0.738
0.091864,0.6906,0.1928,0.0737,0.721
0.092485,0.7456,0.1468,0.0876,0.765
0.093037,0.7839,0.176,0.1268,0.813
0.093815,0.773,0.1284,0.0999,0.79
0.094298,0.7797,0.1291,0.1327,0.801
0.09477,0.7869,0.1364,0.1499,0.813
0.095544,0.827,0.1468,0.1478,0.853
0.096132,0.8091,0.0944,0.1927,0.837
0.096603,0.8284,0.1372,0.2194,0.868
0.097103,0.8044,0.1372,0.2366,0.85
0.097576,0.8103,0.1114,0.2781,0.864
0.098013,0.7932,0.1495,0.3091,0.864
0.09848,0.8322,0.1304,0.3291,0.904
0.099349,0.8418,0.1191,0.3717,0.928
0.09995,0.8126,0.1487,0.4212,0.927
0.100417,0.8224,0.1515,0.4309,0.941
0.108585,0.8379,0.1908,0.453,0.971
0.109974,0.8188,0.2047,0.525,0.994
0.110787,0.8358,0.1788,0.525,1.003
0.111899,0.805,0.2105,0.5744,1.011
0.112878,0.7895,0.2425,0.5655,1.001
0.113743,0.7964,0.2284,0.6115,1.03
0.114395,0.7895,0.2204,0.6036,1.018
0.115312,0.7985,0.2644,0.6615,1.07
0.116361,0.8105,0.2524,0.6945,1.097
0.117386,0.7895,0.2564,0.7116,1.093
0.118469,0.7709,0.2552,0.7229,1.087
0.119477,0.7784,0.2658,0.7013,1.081
0.120444,0.7627,0.2808,0.7618,1.114
0.128602,0.738,0.3182,0.7601,1.106
0.129833,0.726,0.3203,0.7811,1.113
0.130797,0.735,0.3422,0.7911,1.133
0.131838,0.7569,0.3422,0.8391,1.181
0.132775,0.699,0.3542,0.8201,1.134
0.133597,0.7039,0.3473,0.8241,1.138
0.134547,0.7299,0.3762,0.8702,1.196
0.135989,0.6957,0.3968,0.9042,1.208
0.13688,0.6588,0.4385,0.9227,1.216
0.138157,0.6737,0.4517,0.8785,1.196
0.139358,0.6977,0.4297,0.9306,1.24
0.140155,0.6731,0.4615,0.9208,1.23
0.141372,0.663,0.5025,0.9348,1.251
0.142058,0.6821,0.4804,0.9487,1.263
0.142653,0.665,0.4995,0.9468,1.26
0.143168,0.6341,0.5044,0.9967,1.285
0.14339,0.6311,0.508,0.9583,1.255
0.143599,0.6254,0.5055,0.9787,1.267
0.143781,0.6226,0.5281,0.9471,1.25
0.143954,0.623,0.5325,0.994,1.288
0.14422,0.6322,0.5829,0.9815,1.305
0.144406,0.6355,0.5665,0.985,1.302
0.144597,0.6307,0.5651,1.0115,1.319
0.14478,0.6291,0.5877,1.001,1.32
0.151393,0.6093,0.5933,0.9925,1.307
0.152906,0.6343,0.6501,1.0298,1.373
0.154192,0.6373,0.6572,1.0248,1.374
0.155602,0.6322,0.6401,1.0298,1.367
0.176298,0.649,0.7091,1.033,1.411
0.176679,0.6559,0.726,1.045,1.432
0.176896,0.64,0.752,1.069,1.455
0.177092,0.6559,0.7811,1.0521,1.465
0.177271,0.628,0.8291,1.09,1.507
0.177502,0.673,0.834,1.0491,1.5
0.177749,0.6829,0.894,1.057,1.544
0.177926,0.664,0.872,1.083,1.541
0.178098,0.6779,0.8861,1.102,1.568
0.178287,0.6634,0.9154,1.1448,1.609
0.178489,0.6733,0.9588,1.111,1.615
0.178655,0.6993,0.9898,1.099,1.636
0.178814,0.6613,0.9948,1.154,1.661
0.179098,0.7252,1.0068,1.1489,1.691
0.179305,0.7127,1.0332,1.2206,1.751
0.179502,0.7046,1.0135,1.1947,1.718
0.179705,0.7351,1.0087,1.1944,1.728
0.179924,0.7315,1.0251,1.2522,1.776
0.180114,0.7549,1.0254,1.2039,1.752
0.180311,0.7333,1.0774,1.2691,1.819
0.18051,0.7357,1.0897,1.2738,1.831
0.180727,0.7731,1.0751,1.3185,1.869
0.197292,0.7588,1.0889,1.3495,1.893
0.197643,0.7708,1.1039,1.3874,1.933
0.197913,0.7808,1.0889,1.4354,1.964
0.198088,0.7588,1.147,1.4455,1.995
0.198274,0.7703,1.1403,1.5021,2.037
0.198511,0.7626,1.1381,1.5305,2.054
0.198741,0.7361,1.1535,1.5442,2.063
0.199054,0.7452,1.167,1.5435,2.074
0.199229,0.7401,1.2071,1.5845,2.125
0.199465,0.7472,1.226,1.6085,2.156
0.199648,0.7212,1.2341,1.6434,2.178
0.199909,0.7568,1.2195,1.658,2.193
0.200167,0.7204,1.2057,1.7097,2.213
