time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.076504,0.8949,0.9635,0.625,1.456
0.076868,0.9,0.9345,0.6569,1.454
0.077083,0.9459,0.8655,0.6689,1.446
0.077285,0.9909,0.8486,0.743,1.501
0.077585,0.998,0.8345,0.8189,1.537
0.077785,1.0059,0.8385,0.836,1.554
0.077969,1.0629,0.8366,0.9509,1.653
0.078249,1.109,0.7766,0.9749,1.668
0.078432,1.137,0.7166,1.001,1.676
0.0787,1.2039,0.6806,1.066,1.746
0.078891,1.1799,0.6566,1.135,1.764
0.079092,1.226,0.6926,1.1669,1.829
0.07937,1.2159,0.6855,1.1759,1.825
0.07958,1.2069,0.6476,1.255,1.858
0.079767,1.185,0.6716,1.274,1.865
0.079948,1.2039,0.6956,1.337,1.929
0.080128,1.199,0.7145,1.337,1.933
0.080307,1.178,0.6716,1.3529,1.915
0.080476,1.161,0.6476,1.411,1.939
0.080653,1.1709,0.6305,1.451,1.968
0.080952,1.1829,0.6905,1.523,2.048
0.081151,1.1709,0.6566,1.526,2.032
0.081338,1.211,0.6765,1.552,2.082
0.081671,1.197,0.6885,1.6169,2.126
0.081983,1.247,0.6785,1.6499,2.177
0.082177,1.233,0.6956,1.667,2.187
0.082354,1.245,0.6975,1.6979,2.218
0.082586,1.2789,0.6716,1.7579,2.275
0.082864,0.4925,1.4618,1.9153,2.459
0.083066,0.4755,1.4448,1.9414,2.466
0.083318,0.4715,1.4549,1.9944,2.513
0.083519,0.4976,1.4378,1.9894,2.505
0.083764,0.4685,1.4549,2.0374,2.547
0.084018,0.4925,1.4808,2.0593,2.584
0.084258,0.4565,1.4828,2.0514,2.572
0.084445,0.4445,1.4789,2.0494,2.566
0.084631,0.4515,1.5119,2.0614,2.596
0.084907,0.4355,1.4978,2.0784,2.599
0.085109,0.4635,1.4789,2.0803,2.594
0.085287,0.4155,1.4478,2.0683,2.559
0.085606,0.4598,1.2133,2.12,2.486
0.085853,0.4238,1.2322,2.093,2.465
0.08603,0.4767,1.2343,2.072,2.458
0.086267,0.4497,1.2493,2.065,2.455
0.086448,0.4287,1.2253,2.074,2.447
0.086764,0.4598,1.2082,2.062,2.434
0.087028,0.4977,1.2583,2.017,2.429
0.087329,0.5247,1.2823,2.002,2.435
0.087563,0.5127,1.2652,2.0071,2.427
0.087839,0.5147,1.2532,1.954,2.378
0.088065,0.5217,1.2752,1.9591,2.395
0.088318,0.5817,1.2872,1.9111,2.376
0.088541,0.6038,1.2752,1.93,2.391
0.088767,0.6317,1.3282,1.918,2.417
0.088983,0.5888,1.3402,1.88,2.383
0.089212,0.5957,1.3802,1.8901,2.415
0.089388,0.6128,1.3543,1.8631,2.383
0.089625,0.6587,1.3882,1.8421,2.399
0.089789,0.6518,1.4023,1.883,2.437
0.089958,0.6777,1.4332,1.861,2.445
0.090136,0.7037,1.5193,1.9111,2.541
0.090387,0.7107,1.4983,1.9111,2.53
0.090627,0.7467,1.5193,1.933,2.569
0.090885,0.7808,1.5343,1.9261,2.583
0.091083,1.1392,0.8328,1.9363,2.396
0.091257,1.1373,0.8637,1.9653,2.429
0.091434,1.1703,0.9018,1.9104,2.415
0.091599,1.1962,0.8997,1.9413,2.451
0.091856,1.2013,0.8917,1.9074,2.424
0.092036,1.2283,0.9237,1.8813,2.429
0.092308,1.2283,0.9378,1.8594,2.418
0.092495,1.2043,0.9687,1.8144,2.383
0.092676,1.2112,0.9757,1.7923,2.373
0.092989,1.2423,0.9948,1.7563,2.37
0.093219,1.2163,0.9978,1.7184,2.33
0.093396,1.1803,0.9997,1.6653,2.273
0.093576,1.2112,1.0188,1.6083,2.256
0.093778,1.1872,1.0147,1.5894,2.228
0.094109,1.1872,1.0527,1.5534,2.221
0.094351,1.1653,1.0788,1.4814,2.172
0.094602,1.1443,1.0578,1.4334,2.117
0.094777,1.1872,1.0938,1.3854,2.127
0.094953,1.1613,1.0977,1.3353,2.082
0.095149,1.0962,1.0603,1.281,1.992
0.095415,1.1062,1.0963,1.2429,1.993
0.095595,1.1272,1.0723,1.2189,1.976
0.095765,1.1253,1.1153,1.142,1.953
0.095943,1.1422,1.1303,1.142,1.971
0.096126,1.1562,1.1753,1.0899,1.976
0.096306,1.1512,1.1953,1.0869,1.984
0.096556,1.1532,1.2062,1.049,1.971
0.096729,1.1373,1.2283,1.044,1.973
0.0969,1.1392,1.2623,1.0029,1.974
0.097075,1.1613,1.2932,0.987,1.999
0.097243,1.1302,1.3193,0.951,1.981
0.097413,1.1302,1.3573,0.9669,2.014
0.097652,1.1442,1.4003,0.905,2.022
0.097853,1.0792,1.4102,0.9099,1.995
0.098042,1.0792,1.4483,0.833,1.989
0.09823,1.0672,1.4552,0.831,1.987
0.0984,1.0462,1.5253,0.797,2.014
0.098655,1.0072,1.5733,0.7659,2.019
0.09893,0.9742,1.5443,0.7089,1.959
0.099196,0.9483,1.6253,0.699,2.007
0.09938,0.8733,1.6213,0.659,1.956
0.099566,0.8472,1.6763,0.606,1.974
0.099741,0.7512,1.6853,0.5679,1.931
0.099992,0.7302,1.7162,0.539,1.941
0.100199,0.6603,1.7363,0.486,1.92
0.100371,0.6273,1.7762,0.4689,1.941
0.10054,0.5482,1.8223,0.441,1.953
0.10073,0.5219,1.8316,0.4155,1.949
0.100983,0.424,1.8676,0.3846,1.953
0.101273,0.376,1.8986,0.3025,1.959
0.101539,0.2932,1.9049,0.2979,1.95
0.101795,0.2552,1.9559,0.236,1.987
0.102037,0.1742,1.9511,0.2372,1.973
0.102278,0.1844,1.8954,0.2657,1.923
0.102662,0.1606,1.9317,0.2112,1.95
0.102962,0.0886,1.9527,0.2283,1.968
0.103183,0.1664,1.7606,0.1747,1.777
0.103364,0.1114,1.7816,0.1357,1.79
0.103614,0.1144,1.7896,0.1287,1.798
0.103872,0.0614,1.7866,0.1357,1.793
0.104115,-0.0245,1.8395,0.0877,1.842
0.104531,-0.0605,1.8296,0.1117,1.834
0.104814,-0.0788,1.8504,0.0462,1.853
0.105256,0.0082,1.6449,0.0131,1.645
0.105449,-0.0119,1.6539,-0.025,1.654
0.105807,-0.0278,1.65,-0.0079,1.65
0.106251,-0.1028,1.695,-0.0559,1.699
0.106628,-0.1309,1.7169,-0.0439,1.722
0.107068,-0.1069,1.7209,-0.0559,1.725
0.107426,-0.1409,1.71,-0.049,1.716
0.107742,-0.2099,1.7049,-0.0799,1.72
0.108139,-0.2269,1.7259,-0.109,1.744
0.108377,-0.1955,1.6413,-0.1009,1.656
0.108637,-0.2225,1.6552,-0.0889,1.673
0.108966,-0.2485,1.6702,-0.0718,1.69
0.109421,-0.2725,1.6613,-0.089,1.686
0.120677,-0.2387,1.5745,-0.113,1.596
0.121083,-0.2267,1.6004,-0.122,1.621
0.121314,-0.3017,1.5865,-0.1149,1.619
0.121742,-0.2796,1.5574,-0.065,1.584
0.122335,-0.1846,1.371,-0.0835,1.386
0.122796,-0.2036,1.3811,-0.0524,1.397
0.123352,-0.2656,1.374,-0.0064,1.399
0.1237,-0.2726,1.3661,0.0005,1.393
0.123994,-0.2726,1.3661,-0.0134,1.393
0.124282,-0.3185,1.3691,-0.0404,1.406
0.12467,-0.3395,1.371,-0.0454,1.413
0.125149,-0.3736,1.371,-0.0115,1.421
0.125374,-0.395,1.345,-0.0079,1.402
0.125957,-0.3542,1.3099,0.0227,1.357
0.12772,-0.3728,1.2721,0.0051,1.326
0.137459,-0.2817,1.1547,0.0536,1.19
0.138035,-0.3087,1.1547,0.0675,1.197
0.138443,-0.3017,1.1646,0.0675,1.205
0.138953,-0.3327,1.1237,0.1206,1.178
0.139189,-0.4086,1.1496,0.1226,1.226
0.139566,-0.3827,1.1427,0.0945,1.209
0.139926,-0.4257,1.1237,0.1736,1.214
0.140335,-0.4236,1.0997,0.1346,1.186
0.140698,-0.4277,1.0997,0.1376,1.188
0.141062,-0.4522,1.1357,0.1435,1.231
0.14145,-0.4342,1.0465,0.1374,1.141
0.141867,-0.4317,1.0061,0.1812,1.11
0.1421,-0.4502,1.0376,0.1682,1.143
0.143507,-0.4435,1.006,0.1471,1.109
0.144049,-0.4342,0.9695,0.18,1.077
0.166554,-0.4318,0.9803,0.1978,1.089
